Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
БАЛТ АЛЬЯНС торговая компания,0,https://wa.me/79521172049,,79521172049, ,,,236008  Калининград  улица Александра Невского  дом 120  12 офис  2 этаж  левое крыло,,
БРАТСТВО торговая компания,0,,84012336609,,sbratstvom.ru,,,236008  Калининград  улица Александра Невского  дом 120  2 этаж,,
ДОСТАВКА39 торгово транспортная компания,0,https://wa.me/79062171199,,79062171199,dostavka-kaliningrad.ru,,,236010  Калининград  проспект Мира  дом 136,,
БИЗНЕС-СТРОЙ торговая компания,0,,84012377626,,www.biznes-stroy39.ru,,,236009  Калининград  Большая Окружная улица  дом 22,,
БИЗНЕС-СТРОЙ торговая компания,0,,84012377626,,www.biznes-stroy39.ru,,,Калининград  Муромская улица  дом 10,,
РЕСУРС торговая компания,0,,84012766477,, ,,,236009  Калининград  улица Александра Невского  дом 164,,
ТВОЯ КРЕПОСТЬ торговая компания,0,https://wa.me/79521111051,,79521111051,,,,236010  Калининград  проспект Мира  дом 178-180  1 этаж,,
ДРОВА-БРИКЕТЫ торгово-производственная компания,0,https://wa.me/79814573108,,79814573108,drova-kaliningrad-brikety.ru,,,236019  Калининград  улица Докука  дом 1  2 этаж,,
КЕРАМЗИТТОРГКАЛИНИНГРАД торгово-производственная компания,0,https://wa.me/79814569954,,79814569954,keramzit-kaliningrad.ru,,,236011  Калининград  Судостроительная улица  дом 75  1 этаж,,
ЕВРО-СТРОЙ торгово-производственная компания,0,https://wa.me/79097775969,,79097775969,evro-stroi.pulscen.ru,,,236008  Калининград  улица Александра Невского  дом 120,,
39 песок,0,,84012400422,,39pesok.ru,,,Калининград  Советский проспект  дом 260-б,,
Агро-39,0,,84012574037,, ,,,236039  Калининград  Туруханская улица  дом 3-а,,
АРГО,0,,84012539149,,www.арго-европа.рф,,,236000  Калининград  Барнаульская улица  дом 2,,
КАЛИНИНГРАД КАЛИЙ торговая организация,0,,84012351689,,,,,"236016  Калининград  Маршала Василевского площадь  дом 2  БЦ ""БАЛТИК-ПРЕСТИЖ""",,
ВЫСОЧИНСКИЙ В.Ф. торговая фирма ИП,0,,84012355484,,,,,236001  Калининград  Ялтинская улица  дом 24-а,,
ТКАЧУК Н.В. оптовый склад ИП,0,,84012355497,,,,,236001  Калининград  Ялтинская улица  дом 66-1,,
ФЕР-ТРАНС,0,,84012331342,, ,,,236010  Калининград  Цирковая улица  дом 2,,
39 песок,0,,84012400422,,39pesok.ru,,,Калининград  Советский проспект  дом 260-б,,
ФАНТИК-ДЕКОР,0,,84012779739,,fantik39.tiu.ru,,,236010  Калининград  улица Марата  дом 1  бокс 9,,
КАЛИНИНГРАДСКИЙ ТАРНЫЙ КОМБИНАТ,0,,84012566008,, ,,,236004  Калининград  Яблочная улица  дом 40/42,,
BAKER STREET магазин кондитерского инвентаря,0,https://wa.me/79062105237,,79062105237,vk.com/bakerstreet39,http://vk.com/bakerstreet39,,236038  Калининград  улица Юрия Гагарина  дом 16  в,,
РЕСУРС ГАРАНТ компания,0,,84012507180,,,,,236006  Калининград  Октябрьская улица  дом 8,,
ОТЕЛЬ и РЕСТОРАН КОНЦЕПТ,0,,84012951938,,www.paper-cups.ru,,,236022  Калининград  улица Мусоргского  дом 10,,
ОПТИМА-ПАК,0,https://wa.me/79291624958,,79291624958, ,,,236039  Калининград  Октябрьская улица  дом 8  офис 315,,
ДЕЛОВАЯ УПАКОВКА,0,,84012904747,, ,,,236009  Калининград  4-я Большая Окружная улица  дом 31,,
КАЛИНИНГРАДСКАЯ ФАБРИКА УПАКОВКИ,0,https://wa.me/79216121638,,79216121638, ,,,236011  Калининград  Батальная улица  дом 17-а,,
ЭДЕРА торгово-производственная фирма,0,,,,,https://vk.com/ederakaliningrad,,,,
БАЛТПАК,0,,84012698839,, ,,,236005  Калининград  Печатная улица  дом 26,,
АРУНА,0,,84012453467,, ,,,236006  Калининград  Правая набережная  дом 10,,
ПОЛИХИМ,0,,84012331655,, ,,,236010  Калининград  поселок Воздушный  Добролюбова улица  дом 25,,
МЕГАПАК,0,,84012533956,, ,,,236006  Калининград  Дачная улица  дом 6,,
БАЛТ-КАРТОН,0,,84012654173,, ,,,236005  Калининград  Камская улица  дом 2-б,,
БАЛТПОЛИМЕР,0,,84012457524,,www.baltpolymer.boom.ru,,,236001  Калининград  Ялтинская улица  дом 66,,
МЕТАЛЛИЧЕСКАЯ УПАКОВКА,0,,84012730030,, ,,,236020  Калининград  поселок Прибрежный  Заводская улица  дом 11-м,,
ВЕСТПЛАСТ,0,,84012498571,,,,,236004  Калининград  Дзержинского улица  дом 130,,
ОТЕЛЬ и РЕСТОРАН КОНЦЕПТ,0,,84012951938,,www.paper-cups.ru,,,236022  Калининград  улица Мусоргского  дом 10,,
Росвакуум,0,,88005554113,, ,,,Калининград  улица Александра Невского  дом 164,,
МИРСТРОЙ магазин,0,https://wa.me/79521112911,,79521112911,mirstroy.business.site,,,236005  Калининград  Судостроительная улица  дом 13-а,,
ИНГКОМА оптовая компания,0,,88007758833,, ,,,236000  Калининград  улица Генерал-Лейтенанта Озерова  дом 17-б,,
ТЕМА оптово-розничная фирма,0,,84012757252,, ,,,236038  Калининград  поселок Невское  Индустриальная улица  дом 11,,
ТЕМА оптово-розничная фирма,0,,84012757252,, ,,,236023  Калининград  Советский проспект  дом 134-а,,
МИР ДЕРЕВА торговая компания,0,,84012732380,, ,,,236034  Калининград  улица Энергетиков  дом 4,,
ОЛИРИ оптовая компания,0,,84012563638,,,,,236023  Калининград  Красная улица  дом 109  2 этаж,,
ФРЕОНЫ НА КАМСКОЙ,0,,84012490242,,,,,236005  Калининград  Камская улица  дом 49/2,,
МАСТЕР сеть магазинов сантехники и мебели для ванных комнат,0,,84012538236,,santehnika39.ru,,,236000  Калининград  улица Генерала Буткова  дом 19,,
МАСТЕР сеть магазинов сантехники и мебели для ванных комнат,0,https://wa.me/79506787242,,79506787242,santehnika39.ru,,,236000  Калининград  улица Генерал-Лейтенанта Захарова  дом 2,,
МАСТЕР сеть магазинов сантехники и мебели для ванных комнат,0,,84012524759,,santehnika39.ru,,,236039  Калининград  Полоцкая улица  дом 1  корпус 1,,
АКВАЛОГИЯ,0,,84012955464,,www.filter39.ru,,,236000  Калининград  Комсомольская улица  дом 21-А,,
АКВА-ДОМ,0,,84012212974,, ,,,236000  Калининград  Советский проспект  дом 16  офис 1,,
АКВЕЛ РУСЬ торговая организация,0,,84012303352,,,,,236006  Калининград  Московский проспект  дом 173  этаж 3,,
РЕТОТА Н.Г. региональный представитель торговых марок в Калининграде ИП,0,,84012756887,,,,,236040  Калининград  Ленинский проспект  дом 67/69  ТЦ МЕРКУРИЙ,,
БАЛТИЙСКИЙ ЭКОЛОГИЧЕСКИЙ ЦЕНТР торговая фирма,0,,84012375757,, ,,,236010  Калининград  проспект Мира  дом 136,,
АКВА+ торговая компания,0,https://wa.me/79521124411,,79521124411, ,,,236022  Калининград  Уральская улица  дом 18,,
АКВА+ торговая компания,0,https://wa.me/79521124411,,79521124411,ww.akva-plus39.ru,,,236011  Калининград  Интернациональная улица  дом 76-а,,
АКВА СИСТЕМА торгово-производственная компания,0,,84012531453,, ,,,236038  Калининград  Еловая аллея  дом 10,,
БАЛТ группа компаний,0,,84012955100,, ,,,236022  Калининград  Алябьева улица  дом 1-а,,
БИОКС-ПАРТНЕР производственно-монтажная компания,0,,84012597949,, ,,,236009  Калининград  4-я Большая Окружная улица  дом 35,,
КЕЛЬМА магазин,0,https://wa.me/79052484636,,79052484636,,,,236006  Калининград  Октябрьская улица  дом 29-а  цокольный этаж,,
ПЛАСТ-ПАЙП торговая компания,0,,84012779377,, ,,,236009  Калининград  Туруханская улица  дом 1  3 этаж,,
LUCK LIFE торговая фирма,0,https://wa.me/79114619887,,79114619887,www.lucklife.net,,,236029  Калининград  улица Профессора Баранова  дом 6  309 офис  3 этаж,,
ВОДОПАД торговая компания,0,,84012765248,,www.vodopad39.ru,,,236038  Калининград  улица Юрия Гагарина  дом 15,,
Cirkon,0,https://wa.me/79210079094,,79210079094,cirkon-robot.ru,,,236000  Калининград,,
АГРАНКО-РУ торговая компания,0,https://wa.me/79114890345,,79114890345,www.agranco-russia.com,,,236000  Калининград  улица Сергеева  дом 2  офис 215,,
БАЛТХИМЦЕНТР,0,,84012574361,,www.profstar.ru,,,236038  Калининград  Молодой Гвардии улица  дом 2/4,,
ЛАБОРАТОРНОЕ ОБОРУДОВАНИЕ,0,,84012916532,,,,,236000  Калининград  Космонавта Пацаева улица  дом 6-А,,
ФРЕОНЫ НА КАМСКОЙ,0,,84012490242,,,,,236005  Калининград  Камская улица  дом 49/2,,
ПРОМГИГИЕНА торговая организация,0,,84012750951,,,,,236010  Калининград  Победы проспект  дом 221,,
ЭКОХИММАШ-КАЛИНИНГРАД,0,,84012752885,,,,,236005  Калининград  Камская улица  дом 82,,
ТЕХНОЛОГИЯ ОЧИСТКИ ВОДЫ,0,,84012691742,,,,,236005  Калининград  Александра Матросова улица  дом 5,,
БАЛТИКОМ,0,,84012686677,,,,,236004  Калининград  Клавы Назаровой улица  дом 6  этаж 2,,
БАЛТИЙСКИЙ ПОЛИМЕР ТПФ,0,https://wa.me/79097758137,,79097758137,www.balticpolymer.ru,,,236006  Калининград  Правая набережная  дом 5-а,,
ТК ХИМ СОЮЗ торговая организация,0,,84012600038,,,,,236039  Калининград  Железнодорожная улица  дом 12,,
АЛКО-НАФТА производственное предприятие,0,,84012716022,,www.alco-naphth.ru,,,236000  Калининград  Победы площадь  дом 4-а  офис 622,,
БАЛТТЕХХИМ торговая фирма,0,,84012355482,,www.balttehhim.ru,,,236001  Калининград  Ялтинская улица  дом 66,,
ПРИОРИТЕТ торговая компания,0,,84012384485,, ,,,236016  Калининград  Клиническая улица  дом 83,,
НБ торговая фирма,0,,84012370095,, ,,,236029  Калининград  Земельная улица  дом 12,,
АРГЕНТУМ торговая фирма,0,,84012733538,, ,,,236004  Калининград  Зои Космодемьянской улица  дом 31-а,,
БАЛТХИМПРОМ торговая компания,0,,84012563327,, ,,,236022  Калининград  Советский проспект  дом 12,,
Авангард,0,,88005559274,,stirka.net,,,Калининград  проспект Победы  дом 167,,
BRIOCHE кафе-пекарня,0,https://wa.me/79114546331,,79114546331,,https://vk.com/whereiscake39,,236016  Калининград  Римская улица  дом 33,,
МАГАЗИН ХЛЕБОБУЛОЧНЫХ ИЗДЕЛИЙ,0,https://wa.me/79814598286,,79814598286,,,,236010  Калининград  проспект Победы  дом 40/1,,
ЛЮБИМАЯ пекарня,0,https://wa.me/79118554177,,79118554177,franshiza-pekarnya.ru,,,236005  Калининград  Киевская улица  дом 80,,
ЛЮБИМАЯ пекарня,0,https://wa.me/79114889370,,79114889370,franshiza-pekarnya.ru,,,236006  Калининград  Московский проспект  дом 133-а-133Б,,
ЛЮБИМАЯ пекарня,0,,88003012838,, ,,,236039  Калининград  улица Багратиона  дом 98,,
БУФЕТ И БАГЕТ пекарня,0,,84012300016,,,,,236006  Калининград  улица Фрунзе  дом 6  в,,
ПЯТЁРОЧКА сеть универсамов,0,,88005555505,,5ka.ru,http://vk.com/pyaterochka_shop,,236044  Калининград  улица Николая Карамзина  дом 40,,
ТРДЕЛЬНИК сеть пекарен,0,https://wa.me/79152012736,,79152012736,vk.com/trdelnik_kld,http://vk.com/trdelnik_kld,,236022  Калининград  проспект Мира  дом 1  к1,,
ЖАР СВЕЖАР пекарня,0,https://wa.me/79502605510,,79502605510,,,,236022  Калининград  улица Генерал-Лейтенанта Озерова  дом 17-Б,,
ПЕРВЫЙ ХЛЕБОЗАВОД,0,,84012531845,,1xleb.ru,,,236040  Калининград  улица Генерала Галицкого  дом 16,,
РУССКИЙ ХЛЕБ,0,,84012310555,,,,,236010  Калининград  Вагоностроительная улица  дом 49,,
КАЛИНИНГРАДСКИЙ ГОРХЛЕБОКОМБИНАТ,0,,84012453667,,,,,236006  Калининград  Дачная улица  дом 6,,
ПЕРВЫЙ ХЛЕБОЗАВОД,0,,84012436517,,,,,236040  Калининград  улица Генерала Галицкого  дом 16,,
СТАРОСТИН В.Р. пекарня ИП,0,,84012588685,,,,,236001  Калининград  Ялтинская улица  дом 66,,
МАГАЗИН-ПЕКАРНЯ ИП Кравченко Г.А.,0,https://wa.me/79097772667,,79097772667, ,https://vk.com/pan_ponchik,,236016  Калининград  Клиническая улица  дом 83-а  корпус 1  1 этаж,,
ХАЛИ ГАЛИ пекарня,0,https://wa.me/79527935002,,79527935002,haligali39.ru,,,236022  Калининград  проспект Мира  дом 44,,
БАЛТИЙСКИЙ ХЛЕБ торговая сеть,0,,,,,,,236009  Калининград  улица Черняховского  дом 15-15а,,
Cupcake Shop интернет-магазин для кондитеров,0,https://wa.me/79384348952,,79384348952,kupit.vsetortynazakaz.ru,,,236041  Калининград  улица Куйбышева  дом 53-А,,
РУССКИЙ ХЛЕБ,0,,84012310555,,,,,236010  Калининград  Вагоностроительная улица  дом 49,,
ПРЯНИЧНЫЙ ДОМИК,0,,84012958414,,,http://vk.com/ewrohleb  http://vk.com/ewrohleb,,236000  Калининград  проспект Мира  дом 88,,
ЕВРАЗИЯ,0,,84012441594,, ,http://vk.com/ewrohleb  http://vk.com/ewrohleb,,236000  Калининград,,
ИНВАЛИД,0,,84012474966,, ,,,236005  Калининград  Коммунистическая улица  дом 34,,
ПАШАЕВА И. В.,0,,84012712060,,,,,236005  Калининград  Павлика Морозова улица  дом 96,,
КОНДИТЕРСКАЯ,0,,84012450921,,,,,236041  Калининград  улица Александра Невского  дом 44,,
ПЕКАРНЯ,0,https://wa.me/79114710189,,79114710189,,,,236010  Калининград  Победы проспект  дом 124-126,,
БРИГ торговая компания,0,,84012970503,, ,,,236039  Калининград  Железнодорожная улица  дом 7-в  2 этаж,,
ПИТЕР-КЁЛЬН торговая компания,0,,84012352727,, ,http://vk.com/ewrohleb,,236000  Калининград  улица Сержанта Колоскова  дом 2-а,,
ЕВРОХЛЕБ торговая сеть по продаже хлебобулочных изделий,0,,84012452620,,vk.com/ewrohleb,http://vk.com/ewrohleb,,236004  Калининград  улица Аллея Смелых  дом 59,,
KOENIGSBACKER пекарня,0,https://wa.me/79062145648,,79062145648,konigsbacker.com,http://vk.com/ewrohleb  http://vk.com/ewrohleb,,236040  Калининград  Пролетарская улица  дом 55  1 этаж,,
ЕВРОХЛЕБ торговая сеть по продаже хлебобулочных изделий,0,,84012452620,,vk.com/ewrohleb,http://vk.com/ewrohleb  http://vk.com/ewrohleb,,236020  Калининград  Строительная улица  дом 9-а,,
РЕГИОН ХОЛОД,0,,84012391145,, ,,,236000  Калининград  Нарвская улица  дом 54,,
ХолодГарант,0,,84012954447,,www.holodgarant.ru,,,236023  Калининград  улица Маршала Борзова  дом 107,,
Ипреко-Сервис,0,https://wa.me/79673535177,,79673535177,,,,Калининград  улица Мусоргского  дом 10,,
Ремонт промышленных холодильников на дому,0,,84012770016,,,,,Калининград  улица Гайдара  дом 17,,
Ремонт холодильников,0,,84012336372,,,,,236000  Калининград  Камская улица  дом 6-а,,
Еврохолод,0,,84012699131,, ,,,Калининград  Печатная улица  дом 26  корпус 16,,
АКАДЕМИЯ ХОЛОДА,0,,84012526622,, ,,,236005  Калининград  Транспортный тупик  дом 14,,
РЕГИОН ХОЛОД,0,,84012391145,, ,,,236000  Калининград  Нарвская улица  дом 54,,
ХолодГарант,0,,84012954447,,www.holodgarant.ru,,,236023  Калининград  улица Маршала Борзова  дом 107,,
ИПРЕКА,0,,84012350323,,www.ipreka.ru,,,236010  Калининград  проспект Мира  дом 136,,
ВАТАН,0,,84012530534,, ,,,236000  Калининград  Индустриальная улица  дом 3,,
БАЛТИК МАСТЕР,0,,84012341910,,www.balticmaster.ru,,,236006  Калининград  набережная Генерала Карбышева  дом 22,,
ЕВРОХОЛОД,0,,84012445511,,,,,236005  Калининград  Киевский переулок  дом 1,,
КАЛИНИНГРАДТОРГТЕХНИКА,0,,84012643258,,,,,236005  Калининград  Киевский переулок  дом 1,,
ХОЛОДТОРГ,0,,84012565422,,,,,236010  Калининград  Победы проспект  дом 167,,
ИПРЕКА-СЕРВИС торгово-сервисная фирма,0,,84012350303,,www.ipreka.ru,,,236010  Калининград  проспект Мира  дом 136,,
АРТ ХОЛОД,0,,84012338568,,,,,236038  Калининград  улица Еловая Аллея  дом 26  этаж 3,,
РБТ-КЛИМАТ,0,,84012604417,,,,,236000  Калининград  улица Дмитрия Донского  дом 7  офис 124а,,
ЕВРОХОЛОД производственно-торговая фирма,0,,84012631142,,,,,236005  Калининград  Киевский переулок  дом 1,,
СНАЙГЕ торговая организация,0,https://wa.me/79114566921,,79114566921,www.snaige.ds39.ru,,,236000  Калининград  Советский проспект  дом 29,,
ТЕХПРОМИНВЕСТ производственная фирма,0,,84012573808,,,,,236009  Калининград  4-я Большая Окружная улица  дом 1-а,,
ФРЕОНЫ НА КАМСКОЙ оптовая компания,0,,84012653242,, ,,,236005  Калининград  Камская улица  дом 49,,
КРАФТ группа компаний,0,,84012364838,, ,,,236016  Калининград  Артиллерийская улица  дом 22,,
ЧАЁК & КОФЕЁК магазин чая и кофе,0,,84012755565,,chaek-and-kofeek.tiu.ru,http://vk.com/chay_da_med,,236006  Калининград  Московский проспект  дом 135,,
COFFEE365 сеть кофеен формата кофе с собой,0,https://wa.me/79052468337,,79052468337,,,,236022  Калининград  улица Генерал-Лейтенанта Озерова  дом 17,,
COFFEE HD мини-кофейня,0,https://wa.me/79114628816,,79114628816,,,,236041  Калининград  улица Куйбышева  дом 91-91а,,
MYYUMMYBAR бар крафтового кофе,0,,84012391474,,,,,236039  Калининград  Ленинский проспект  дом 131,,
ЯРМАРКА ВКУСОВ магазин по продаже орехов и сухофруктов,0,https://wa.me/79114521293,,79114521293, ,http://vk.com/yarmarka.vkusov39,,236011  Калининград  Автомобильная улица  дом 18  Б,,
MILLOR кофейня-магазин,0,,84012375343,,millor-shop.ru,,,236001  Калининград  улица Черняховского  дом 15,,
MILLOR кофейня-магазин,0,,84012375343,,millor-shop.ru,,,236044  Калининград  Ульяны Громовой улица  дом 15,,
MILLOR кофейня-магазин,0,,84012375343,,millor-shop.ru,,,236022  Калининград  Советский проспект  дом 6-а,,
MILLOR кофейня-магазин,0,,84012375343,,millor-shop.ru,,,236001  Калининград  улица Петра Панина  дом 2  а к1,,
MILLOR кофейня-магазин,0,,84012375343,,millor-shop.ru,,,236006  Калининград  Ленинский проспект  дом 8-Б,,
MILLOR кофейня-магазин,0,,84012375343,,millor-shop.ru,,,236048  Калининград  улица Аксакова  дом 133,,
MILLOR кофейня-магазин,0,,84012375343,,millor-shop.ru,,,236038  Калининград  Липовая аллея  дом 2,,
TEALEVEL.RU магазин чая,0,,84012905292,,tealevel.ru,,,236009  Калининград  улица Платова  дом 1,,
ВРЕМЯ Ч,0,https://wa.me/79097966932,,79097966932,vk.com/club140979991,http://vk.com/club140979991,,236016  Калининград  улица Партизана Железняка  дом 4-10,,
NUTS BAR компания по продаже орехов и сухофруктов,0,https://wa.me/79052483187,,79052483187,nuts-bar.ru,,,236034  Калининград  улица Левитана  дом 22,,
МЯГКОЕ МОРОЖЕНОЕ точка по продаже мороженого,0,https://wa.me/79144302310,,79144302310,,,,236039  Калининград  проспект Калинина  дом 1  а,,
LIFEHACKER COFFEE кофейня самообслуживания,0,https://wa.me/79814522275,,79814522275,,,,236048  Калининград  Белибейская улица  дом 12-18,,
РЕТАЛ сервисная компания,0,https://wa.me/79212603385,,79212603385,,,,236010  Калининград  Брусничная улица  дом 11,,
LEGUS торговая компания,0,,,,,,,,,
БУРДА-МОДЕН-КАЛИНИНГРАД торговая фирма,0,,,,,,,Калининград,,
Богатырь,0,,84012378047,,bagsewing.eu,,,Калининград  улица Горького  дом 69,,
СЕВЕРО-ЗАПАДНЫЙ ПРОМСЕРВИС,0,,84012656886,, ,,,236039  Калининград  Малый переулок  дом 17  офис 10,,
РЕТАЛ сервисная компания,0,https://wa.me/79212603385,,79212603385,,,,236010  Калининград  Брусничная улица  дом 11,,
ШНЕЙДЕР ЭЛЕКТРИК,0,,84012436575,, ,,,236022  Калининград  Гвардейский проспект  дом 15,,
ШНЕЙДЕР ЭЛЕКТРИК КАЛИНИНГРАД,0,,84012535953,,www.schneider-electric.ru,,,236022  Калининград  Гвардейский проспект  дом 15,,
СПЕКТР-ЭНЕРГО торговая организация,0,,84012960850,, ,,,236017  Калининград  Правая набережная  дом 21,,
КУЗНЕЦОВА Л.А. торговая организация ИП,0,,84012960850,,,,,236017  Калининград  Правая набережная  дом 21,,
ОПОРА ТФ,0,,84012563525,,,,,236022  Калининград  улица Мусоргского  дом 10,,
СЕВЕРО-ЗАПАДНЫЙ ПРОМСЕРВИС торговая организация,0,,84012920041,,www.szpromservis.ru,,,236040  Калининград  улица Сергеева  дом 2  офис 516,,
МИНИМАКС,0,,84012688305,,,,,236000  Калининград  улица Карла Маркса  дом 18  этаж 3  офис 307,,
БАЛТЭНЕРГОПРОМ ТФ,0,,84012644004,, ,,,236004  Калининград  Запорожская улица  дом 5-а,,
ЗАБЕЛИН А.К. ТФ ИП,0,,84012660461,,,,,236039  Калининград  улица Александра Суворова  дом 41,,
ЭЛТЕХПРИБОРМАШАВТОМАТИКА,0,,84012934578,, ,,,236000  Калининград  проспект Мира  дом 138-а  офис 4,,
ТАВРИДА ЭЛЕКТРИК СПб ТФ,0,,84012957533,,tavrida.ru,,,236000  Калининград  Комсомольская улица  дом 49-а,,
ЭНСИКОМ,0,,84012386727,,,,,236022  Калининград  улица Мусоргского  дом 10,,
ДЕЛО ТЕХНИКИ салон электрооборудования,0,,84012918015,,www.delotehniki39.ru,,,236000  Калининград  улица Генерал-Лейтенанта Озерова  дом 7-13,,
КАЛИНИНГРАДСКАЯ КОММЕРЧЕСКАЯ КОМПАНИЯ БАЛТИКА,0,,84012986080,,,,,236016  Калининград  улица Партизана Железняка  дом 19,,
УНИКОМ торговая организация,0,,84012374611,,,,,236006  Калининград  Стекольная улица  дом 50,,
ЯНТАРЬЭНЕРГОСБЫТ,0,,84012556001,, ,,,236006  Калининград  улица Фрунзе  дом 11,,
БАЛТВЕНДОР компания,0,,84012920820,, ,,,236023  Калининград  Красная улица  дом 115,,
ЯНТАРЬЭНЕРГОСБЫТ,0,,84012650231,, ,,,236034  Калининград  улица Дарвина  дом 10,,
БАЛТЭЛЕКТРОСЕТЬСТРОЙ,0,,84012565131,,,,,236006  Калининград  Московский проспект  дом 14-б  этаж 8,,
ПИТЕРСОФТ сервисный центр,0,,84012595196,,,,,236000  Калининград  Дмитрия Донского улица  дом 7/11  офис 224,,
ЭНЕРГОТРАНЗИТ,0,,84012933081,,,,,236022  Калининград  улица Шиллера  дом 7-Б,,
D&D ЦЕНТР,0,,84012761476,,,,,236000  Калининград  Космонавта Леонова улица  дом 8,,
ПРОМЭНЕРГОСЕРВИС сервисно-ремонтная компания,0,,84012960616,, ,,,236010  Калининград  Правая набережная  дом 21,,
УРАЛ БАЛТ СНАБ ремонтная компания,0,,84012696796,, ,,,236039  Калининград  Портовая улица  дом 24,,
ТЕСЛА ремонтная компания,0,,84012507578,, ,,,236001  Калининград  Ялтинская улица  дом 66,,
УРАЛ БАЛТ СНАБ ремонтная компания,0,,84012336920,, ,,,236039  Калининград  5-я Причальная улица  дом 1,,
Авиакомплект,0,,84012385590,,,,,Калининград  Банковская улица  дом 29/12,,
ДЕТАЛС-ГРУПП многопрофильная компания,0,,84012508397,, ,,,236004  Калининград  Днепропетровская улица  дом 13  205 офис  2 этаж,,
КВАРЦ производственное предприятие,0,,84012216649,, ,,,236022  Калининград  улица Мусоргского  дом 10  корпус 1,,
ЮПИТЕР САН,0,,84012330111,, ,,,236010  Калининград  улица Дмитрия Донского  дом 108,,
ИНТЕРТЕКС ЭЛЕКТРОНИКС,0,,84012777237,,www.i-t.su,,,236006  Калининград  Московский проспект  дом 186-А,,
ЭЛЕКТРОНИКА ПЛЮС магазин,0,,84012752380,, ,,,236039  Калининград  улица Багратиона  дом 29-а  1 этаж  вход с торца,,
БАЛТ-ОПТИМ производственная компания,0,,84012357243,, ,,,236006  Калининград  Правая набережная  дом 5  4 офис  3 этаж,,
ПАРТНЕР,0,,84012507844,, ,,,236005  Калининград  Гаражная улица  дом 2  113 офис,,
LEDMATRIX торговая компания,0,https://wa.me/79527917000,,79527917000, ,,,Калининград  улица Профессора Баранова  дом 43  1 этаж,,
ТРИТОН оптовая компания по продаже комплектующих для радиоэлектроники,0,,84012307033,,www.triton39.ru,,,236006  Калининград  Московский проспект  дом 50,,
Плата-К,0,,84012564367,,,,,Калининград  улица Мусоргского  дом 10,,
ЭЛЕКТРОНИК оптовая компания по продаже комплектующих для радиоэлектроники,0,,84012335949,,www.electronic39.ru,,,236006  Калининград  Октябрьская улица  дом 8  415 офис  4 этаж,,
LEDSVET39.RU компания по производству светодиодных светильников,0,,84012675599,,ledsvet39.ru,http://vk.com/ledsvet39ru,,236038  Калининград  улица Еловая Аллея  дом 26,,
ПРОМЭНЕРГОСНАБЖЕНИЕ торгово-закупочная организация,0,,84012582762,,www.pes39.ru,,,236000  Калининград  Московский проспект  дом 186,,
КБ-ЭЛЕКТРИК,0,,84012777445,, ,,,236038  Калининград  поселок Невское  Совхозная улица  дом 3,,
ВЕСТЕРИНВЕСТ,0,,84012324848,,,,,236029  Калининград  Озерная улица  дом 8,,
ДЖИ-ТЕК-ЭЛЕКТРОСТАНЦИИ,0,,84012957510,,,,,236010  Калининград  Энгельса улица  дом 50,,
МЕГАПОЛИС,0,,84012210963,, ,,,236000  Калининград  проспект Мира  дом 142,,
КОЧАНОВ,0,,84012991229,, ,,,236029  Калининград  Партизанская улица  дом 2,,
ДИНА-РЕГИОН,0,,84012520510,, ,,,236011  Калининград  улица Олега Кошевого  дом 9,,
ПОСТОЯННЫЙ ПАРТНЕР,0,,84012992250,,,,,236029  Калининград  Горького улица  дом 69,,
МЕГАПОЛИС-СЕРВИС,0,,84012998152,,,,,236010  Калининград  проспект Мира  дом 142,,
ВЕНТ ТФ,0,,84012935832,,,,,236000  Калининград  Уральская улица  дом 9-б,,
ТД НЕВА,0,https://wa.me/79062123723,,79062123723,,,,236016  Калининград  улица Александра Невского  дом 48,,
ДУБРОВИН С.Л. сервисный центр ИП,0,,84012935039,,,,,236029  Калининград  Нарвская улица  дом 54,,
ГЕРМАФЛЕКС,0,,84012951320,,www.germaflex.net,,,236023  Калининград  Советский проспект  дом 89,,
ОСИПОВ АГЕЕВ И К ремонтная мастерская,0,,84012650061,,,,,236005  Калининград  Киевская улица  дом 124-а,,
Electronic Repair,0,https://wa.me/79114983903,,79114983903,elrepair.ru,,,Калининград  Железнодорожная улица  дом 4,,
Bosh-Профи,0,https://wa.me/79632941259,,79632941259,,http://vk.com/iddistools,,Калининград  Октябрьская улица  дом 51,,
Сервис центр,0,https://wa.me/79003457955,,79003457955, ,,,Калининград  Красная улица  дом 138,,
ЗАПАДНЫЕ ЭЛЕКТРИЧЕСКИЕ СЕТИ,0,,84012216237,, ,,,236039  Калининград  улица Генерал-Лейтенанта Озерова  дом 18,,
ЗАПАДНАЯ ПЭС,0,,84012461506,,,,,236006  Калининград  улица Фрунзе  дом 11,,
ЭЛТЕХПРИБОРМАШАВТОМАТИКА,0,,84012934578,, ,,,236010  Калининград  проспект Мира  дом 138,,
ЭНЕРГОРЕМОНТ филиал,0,,84012217229,, ,,,236000  Калининград  Нарвская улица  дом 55,,
БЕТА-ИНВЕСТ,0,,84012957488,, ,,,236010  Калининград  Энгельса улица  дом 50,,
КАЛИНИНГРАДАГРОПРОМЭНЕРГО,0,,84012434251,,,,,236038  Калининград  Еловая аллея  дом 10,,
