Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
БОШ ТЕРМОТЕХНИКА,0,,88162280032,, ,http://vk.com/dm53_santehnika,,173021  Великий Новгород  Нехинская улица  дом 12  407 офис
Солнечные батареи Великий Новгород,0,https://wa.me/79116001225,,79116001225,velnovgorod.sol-batery.ru,,,Великий Новгород  Студенческая улица  дом 31
Турбопар,0,,88162961664,,turbopar.ru,,,Великий Новгород  улица Батецкая  дом 22
Пауэрз,0,,88162765783,,powerz.ru,,,Великий Новгород  Молотковская улица  дом 32/27
Солнечные батареи Великий Новгород,0,https://wa.me/79116001225,,79116001225,velnovgorod.sol-batery.ru,,,Великий Новгород  Студенческая улица  дом 31
Риалайт,0,,88007754253,,ferex.ru,,,Великий Новгород  Большая Санкт-Петербургская улица  дом 62
СО ЕЭС Новгородское РДУ  филиал,0,,88162993315,, ,,,173025  Великий Новгород  улица Кочетова  дом 31  корпус 1
ВСЕДЛЯЛОДКИ  производственная компания,0,https://wa.me/79217300699,,79217300699, ,,,173008  Великий Новгород  Рабочая улица  дом 41
ТОВАРЫ ДЛЯ ПРАЗДНИКА,0,,88162556730,, ,,,173003  Великий Новгород  Германа улица  дом 31-А
ЭОФОРМ-ЛЮКС,0,,88162771096,, ,http://vk.com/eoform,,173003  Великий Новгород  улица Германа  дом 29  офис 45
ДИРЕКТ,0,,88162903550,,direct.ucoz.net,,,173025  Великий Новгород  Нехинская улица  дом 55-а
ГРАФИТ,0,,88162948178,, ,,,173015  Великий Новгород  Октябрьская улица  дом 10-а
ТОРГОВЫЕ РЯДЫ ВЕЛИКОГО НОВГОРОДА И ОБЛАСТИ  редакция газеты,0,,88162675286,, ,,,173021  Великий Новгород  Нехинская улица  дом 57
СТРОЙКА,0,,88162675286,,www.carr-novgorod.ru,,,173021  Великий Новгород  Нехинская улица  дом 57
ЛАДЬЯ  редакция газеты,0,,88162659892,, ,,,173021  Великий Новгород  Кочетова улица  дом 24
РАБОТА  ОБУЧЕНИЕ  ОТДЫХ  редакция газеты,0,,88162763486,, ,,,173002  Великий Новгород  Воскресенский бульвар  дом 8
НОВГОРОДСКИЙ ГИПЕРМАРКЕТ ТОВАРОВ И УСЛУГ  редакция газеты,0,,88162645300,, ,,,173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 80
НОВАЯ НОВГОРОДСКАЯ ГАЗЕТА  редакция газеты,0,,88162770272,, ,,,173002  Великий Новгород  Воскресенский бульвар  дом 10
ЛЮБЫТИНСКИЕ ВЕСТИ  редакция газеты,0,,88166861556,, ,,,174760  Новгородская область  Любытино  Пушкинская улица  дом 24
НОВГОРОДСКАЯ ПРАВДА  АНО,0,,88162600376,, ,,,173015  Великий Новгород  Октябрьская улица  дом 10
ВЕЧЕВОЙ ЦЕНТР,0,,88162770424,, ,,,173002  Великий Новгород  Воскресенский бульвар  дом 10
МАРЁВО   редакция газеты,0,,88166321353,, ,,,175350  Новгородская область  Марево  переулок Парковый  дом 2-А
АВАНГАРД  редакция газеты,0,,88165142179,, ,,,175310  Новгородская область  Демянск  Ленина улица  дом 15
07 ИНФОРМ  редакция газеты,0,,88162738255,,,,,173003  Великий Новгород  Мусы Джалиля-Духовская улица  дом 23
НОВАЯ ЖИЗНЬ  редакция газеты,0,,88166750406,, ,,,174580  Новгородская область  Хвойная  Советская улица  дом 8
ДЕЛО /РАБОТА ОБУЧЕНИЕ ЗАНЯТОСТЬ/,0,,88162766032,, ,,,173003  Великий Новгород  Мусы Джалиля-Духовская улица  дом 23
ВОЛХОВЪ,0,,88162676230,, ,,,173000  Великий Новгород  Большая Московская улица  дом 12
НОВГОРОДСКАЯ ЯРМАРКА  редакция газеты,0,,88162774303,, ,,,173003  Великий Новгород  улица Мусы Джалиля-Духовская  дом 23
ВАШИ НОВОСТИ,0,,88162225183,,www.vnnews.ru,,,173000  Великий Новгород  набережная Реки Гзень  дом 11  офис 407
ZEBRA53.RU,0,https://wa.me/79021498422,,79021498422, ,,,Великий Новгород  улица Кочетова  дом 8
ТРИ ДЕРЕВА  агентство интернет-рекламы,0,,88162602666,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 32  5 этаж
BUSINESS SOLUTIONS  центр интернет-маркетинга,0,,88001009929,, ,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 130  3 этаж  центр Феникс Сити
ШТРИХ КОД  рекламное агентство,0,,88162222818,,vk.com/club59531642,http://vk.com/club59531642,,173021  Великий Новгород  Нехинская улица  дом 57  3 офис  2 этаж
MAILSOFT  служба электронной рассылки и e-mail-маркетинга,0,,88001009929,,mail-soft.ru,http://vk.com/cmi_sam_promo,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39
MAILSOFT  центр электронной рассылки и e-mail-маркетинга,0,,88001009929,,mail-soft.ru,http://vk.com/cmi_sam_promo,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  5 этаж  БЦ Волна
ТЕРРИТОРИЯ МОЛОДЕЖИ  рекламное агентство,0,,88001009929,,,http://vk.com/cmi_sam_promo,,173021  Великий Новгород  улица Кочетова  дом 37  корпус 1  1 этаж  вход с торца
PR-53  рекламно-маркетинговое агентство,0,https://wa.me/79212027119,,79212027119, ,,,173007  Великий Новгород  Каберова-Власьевская улица  дом 21-а
СДЭК  служба экспресс-доставки,0,,88162224440,,www.cdek.ru,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 14  1 офис  1 этаж  вход со двора
VERBA  северо-западный лингвистический журнал,0,,88162338830,,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 41
ВЕСТНИК НОВГУ  редакция журнала,0,,88162629996,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 41
ВРЕМЯ ЕСТЬ  информационно-рекламный журнал,0,,88162555545,, ,,,173020  Великий Новгород  Студенческая улица  дом 2  гостиница Park Inn
В ПРОБКАХ  журнал,0,,88162556977,,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  35 офис  2 этаж
ТЕЛЕСЕМЬ,0,,88162730855,, ,,,173003  Великий Новгород  Великая улица  дом 23  2 этаж
ВРЕМЯ ЕСТЬ  информационно-рекламный журнал,0,,88162940007,,,,,173004  Великий Новгород  улица Федоровский Ручей  дом 2/13  602 офис  мансардный этаж
МАМОЧКИН ДНЕВНИК-ВЕЛИКИЙ НОВГОРОД  журнал,0,https://wa.me/79116015393,,79116015393,www.dnevnikmama.ru,,,173020  Великий Новгород  Большая Московская улица  дом 104  корпус 2
БИЗНЕС PRO  журнал,0,https://wa.me/79524804191,,79524804191,bizpro.pro,https://vk.com/bizpro_pro,,173014  Великий Новгород  Студенческая улица  дом 33
ОБЛАСТЬ КУЛЬТУРЫ  интернет-журнал,0,https://wa.me/79116444222,,79116444222,okultureno.ru,https://vk.com/okultureno,,173000  Великий Новгород  Щитная улица  дом 8
ЭКОНОМ  издательство,0,,88162665151,, ,,,173000  Великий Новгород  Большая Московская улица  дом 12
Бизнес Великий Новгород  журнал,0,,88162662600,,,,,Великий Новгород  Большая Московская улица  дом 106
НОВЛАЙН  телекоммуникационная компания,0,,88162502500,, ,,,173002  Великий Новгород  Воскресенский бульвар  дом 4  вход со двора
РОСТЕЛЕКОМ ДЛЯ ДОМА,0,,88002002022,,www.rt.ru,http://vk.com/rostelecom,,173001  Великий Новгород  улица Людогоща  дом 2
НОВГОРОДСКОЕ АЭРОГЕОДЕЗИЧЕСКОЕ ПРЕДПРИЯТИЕ  ФГУП,0,,88162778008,, ,,,173003  Великий Новгород  улица Германа  дом 27
АТЛАНТ  кол-центр,0,,88125076465,,atlantcall.ru,,,173003  Великий Новгород  набережная Реки Гзень  дом 5
IQLINE  аутсорсинговый контакт-центр,0,,88162500199,,www.iqline.ru,,,173004  Великий Новгород  улица Федоровский Ручей  дом 2/13  203 офис  2 этаж  БЦ Диез
ТЕЛЕРОССА,0,https://wa.me/79062006596,,79062006596, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  104 офис
Телеконтакт,0,,88162501150,,telecontact.ru,,,Великий Новгород  набережная Реки Гзень  дом 5
СМАРТЕР ПРО  аутсорсинговый контакт-центр,0,,88007754275,, ,http://vk.com/smter,,173001  Великий Новгород  Стратилатовская улица  дом 5
ПРОСТОПЕЧАТЬ  полиграфическая компания,0,,88162604161,,www.printvn.ru,http://vk.com/novprosto,,173021  Великий Новгород  Нехинская улица  дом 48  а
ЦЕНТР КОПИРОВАЛЬНЫХ УСЛУГ,0,https://wa.me/79052908529,,79052908529,,,,173000  Великий Новгород  улица Федоровский Ручей  дом 2/13  корпус 6
ОТРАЖЕНИЕ,0,,88162616645,, ,http://vk.com/ptroom53  https://vk.com/fotocreativ_vn,,173025  Великий Новгород  Мира проспект  дом 16/21
РИКСКОМ  копировальный центр,0,,88162634972,,,http://vk.com/ptroom53  https://vk.com/fotocreativ_vn  http://vk.com/foxphoto_vn,,173000  Великий Новгород  Большая Московская улица  дом 44/4
ФОТОСАЛОН,0,https://wa.me/79517298701,,79517298701,www.fotosalon-mk.ru,http://vk.com/shickvoyage  http://vk.com/device_vn_design  http://vk.com/printfoto53,,173009  Великий Новгород  Псковская улица  дом 30-а  цокольный этаж  вход с торца
VIPFOTO  центр фотоуслуг,0,https://wa.me/79517285495,,79517285495,vk.com/vip_foto_53,http://vk.com/vip_foto_53  http://vk.com/ptroom53,,173016  Великий Новгород  улица Ломоносова  дом 19  магазин Тройка
APPSERVICE  магазин-сервис мобильных аксессуаров,0,https://wa.me/79517224070,,79517224070,,https://vk.com/fotocreativ_vn  http://vk.com/foxphoto_vn  http://vk.com/vip_foto_53,,173014  Великий Новгород  Московская улица  дом 7
FOXPHOTO  фотосалон,0,,88162600155,, ,http://vk.com/foxphoto_vn  http://vk.com/vip_foto_53  http://vk.com/ptroom53,,173018  Великий Новгород  проспект Александра Корсунова  дом 52  корпус 1  2 этаж
CREATIV  фотосалон,0,,88162558736,,vk.com/fotocreativ_vn,https://vk.com/fotocreativ_vn  http://vk.com/foxphoto_vn  http://vk.com/vip_foto_53,,173016  Великий Новгород  проспект Александра Корсунова  дом 18  34 секция  2 этаж
ФОТОРУМ  фотоцентр,0,,88162554298,, ,http://vk.com/ptroom53  https://vk.com/fotocreativ_vn  http://vk.com/foxphoto_vn  http://vk.com/vip_foto_53,,173004  Великий Новгород  Большая Московская улица  дом 48
GHOSTWRITERS,0,,88162689745,,ghostwriters.ru,,,173000  Великий Новгород  набережная Реки Гзень  дом 5
WHITE LABEL  компания,0,,88162559312,, ,http://vk.com/club_wl_multigroup  http://vk.com/sharik53,,173001  Великий Новгород  улица Яковлева  дом 13  303 офис  3 этаж
ШТРИХ КОД  рекламное агентство,0,,88162222818,,vk.com/club59531642,http://vk.com/club59531642,,173021  Великий Новгород  Нехинская улица  дом 57  3 офис  2 этаж
АНГЕЛЫ ЧАРЛИ  маркетинговое агентство,0,,88162554200,, ,,,173015  Великий Новгород  Полевой переулок  дом 20/3
PR-53  рекламно-маркетинговое агентство,0,https://wa.me/79212027119,,79212027119, ,,,173007  Великий Новгород  Каберова-Власьевская улица  дом 21-а
МИКС  веб-агентство,0,,88162731771,,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 22
РЕМАРК,0,,88162602580,, ,,,173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  офис 1
СРОП,0,,88162734779,, ,,,173009  Великий Новгород  Псковская улица  дом 36  кв. 125
ИНСТИТУТ ОБРАЗОВАТЕЛЬНОГО МАРКЕТИНГА И КАДРОВЫХ РЕСУРСОВ,0,,88162665732,, ,,,173000  Великий Новгород  улица Черемнова-Конюхова  дом 7
КОНСУЛЬТАЦИОННО-МАРКЕТИНГОВЫЙ ЦЕНТР,0,,88162618051,, ,,,173016  Великий Новгород  проспект Александра Корсунова  дом 14-а  офис 610
МЕДИА-ПОЛЮС  рекламно-маркетинговая компания,0,https://wa.me/79212035956,,79212035956,media-polus.ru,,,173024  Великий Новгород  улица Кочетова  дом 10  438 офис  4 этаж
АНГЕЛЫ ЧАРЛИ  маркетинговое агентство,0,,88162554200,, ,,,173015  Великий Новгород  Полевой переулок  дом 20/3
PR-53  рекламно-маркетинговое агентство,0,https://wa.me/79212027119,,79212027119, ,,,173007  Великий Новгород  Каберова-Власьевская улица  дом 21-а
AROMA-CENTRE  фирма,0,https://wa.me/79116004323,,79116004323,spb.aroma-centre.ru,,,173007  Великий Новгород  улица Людогоща  дом 3  423 офис  4 этаж
ОКИЛ,0,,88162335140,, ,,,173000  Великий Новгород  Великая улица  дом 18
РАДИУС  магазин,0,,88162763451,,,,,173015  Великий Новгород  Завокзальная улица  дом 1
ОТЛИЧНИЦА  магазин,0,https://wa.me/79116033094,,79116033094,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 25  120 секция  1 этаж  торговый дом Русь
МАСТЕРПАК,0,,88007778451,,mspak.ru,,,173000  Великий Новгород  Студенческая улица  дом 31
НОВБИЗНЕС,0,https://wa.me/79539006070,,79539006070,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 10
РОСПЕЧАТЬ,0,,88162774579,, ,,,173000  Великий Новгород  Великая улица  дом 23
УРАЛ-ПРЕСС ЦЕНТР  агентство по подписке печатных изданий,0,,88162775223,, ,,,173003  Великий Новгород  Кооперативная улица  дом 7
ПРОТОТИП  конструкторское бюро,0,,88162554089,,kb3d.ru,http://vk.com/kb_3d,,173000  Великий Новгород  Великая улица  дом 46
Приильменская Правда  редакция газеты,0,,88165061566,,,,,175130  Новгородская область  Парфино  улица Карла Маркса  дом 50
Бизнес Великий Новгород  журнал,0,,88162662600,,,,,Великий Новгород  Большая Московская улица  дом 106
Интернет издание газеты Новгородский портал,0,,88162556064,,portal.nov.ru,,,Великий Новгород  Большая Санкт-Петербургская улица  дом 6/11
Ещё Бесплатнее Великий Новгород  газета,0,https://wa.me/79297130053,,79297130053, ,,,Великий Новгород  Большая Московская улица  дом 104  корпус 2
ФОТОPRINT  фотосалон,0,https://wa.me/79539090015,,79539090015,vk.com/53photoprint,http://vk.com/53photoprint  http://vk.com/petlyakovphotographer,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 42
АРСЕНАЛ  рекламная компания,0,,88162555444,, ,,,173003  Великий Новгород  Великая улица  дом 23
CRAFT  рекламно-производственная компания,0,,88162551005,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 3
ЕДИНОЕ РЕКЛАМНОЕ АГЕНТСТВО,0,,88162602562,, ,,,173011  Великий Новгород  Восточная улица  дом 15
PRINT XL  компания,0,,88162553311,,printxlpro.ru,http://vk.com/rubicon_vn  http://vk.com/studia53,,173021  Великий Новгород  Нехинская улица  дом 57
АВТОГРАФ,0,,88162552278,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 1  2 этаж
БУМЕРАНГ  полиграфическая компания,0,,88162772745,, ,,,173001  Великий Новгород  Новолучанская улица  дом 4  вход со двора
IDEA  многопрофильная компания,0,,88162630206,, ,,,173020  Великий Новгород  Студенческая улица  дом 33  1 этаж
ЧЕТЫРЕ  творческая мастерская,0,,88162600754,,www.printerxxl.ru,,,173004  Великий Новгород  улица Федоровский Ручей  дом 2/13  16 офис  1 этаж
ПРОСТОПЕЧАТЬ  полиграфическая компания,0,,88162601461,,www.novprosto.ru,,,173008  Великий Новгород  Сырковское шоссе  дом 28
QUICK CARD,0,,88162600908,, ,,,173021  Великий Новгород  Нехинская улица  дом 61  3 этаж
ЭКСПРЕСС  производственно-полиграфическая компания,0,,88162766227,, ,http://vk.com/rubicon_vn  http://vk.com/studia53,,"173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 51-в  Территория завода ""Трансвит"""
RUBICON  рекламное агентство,0,,88162700101,, ,http://vk.com/rubicon_vn  http://vk.com/studia53,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 51-а  4 этаж
STUDIA53  рекламное агентство,0,,88162555008,, ,http://vk.com/studia53,,Великий Новгород  Нехинская улица  дом 26  корпус 2
ВЫВЕСКИН  рекламно-производственная компания,0,,88162601138,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 3
ХОЛСТОФ  компания,0,https://wa.me/79116114030,,79116114030,novgorod.holstof.ru,http://vk.com/rubicon_vn,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  1 этаж
КАРАТ  рекламное агентство,0,,88162766375,,,,,Великий Новгород  Новолучанская улица  дом 6/5
АТОМ,0,,88162605635,,byatom.com,,,173009  Великий Новгород  Речная улица  дом 3
QUICK CARD,0,,88162600908,, ,,,173021  Великий Новгород  Нехинская улица  дом 61  3 этаж
360  рекламное агентство,0,,88162601444,,360agency.ru,http://vk.com/rubicon_vn  http://vk.com/studia53,,173008  Великий Новгород  Сырковское шоссе  дом 2-а  608 офис  6 этаж
SIMVOL  фотосалон,0,,88162552194,, ,http://vk.com/printfoto53,,173024  Великий Новгород  проспект Александра Корсунова  дом 53/1  2 этаж  офис 2.1
ФОТОPRINT  фотосалон,0,https://wa.me/79539090015,,79539090015,vk.com/53photoprint,http://vk.com/53photoprint  http://vk.com/petlyakovphotographer,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 42
НОВГОРОДСКИЙ ТЕХНОПАРК,0,,88162731705,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 41  офис 2107
СФЕРА,0,,88162948980,, ,http://vk.com/tg_vn,,173000  Великий Новгород  улица Федоровский Ручей  дом 2/13  4-й эт.  офис 1
ДЕКОР,0,,88162772208,, ,http://vk.com/mediananov,,173001  Великий Новгород  Софийская набережная  дом 2
МАГИЯ ФОТО  фотоцентр,0,,88162556253,,vk.com/fotomagi,http://vk.com/fotomagi  http://vk.com/club78997883,,173004  Великий Новгород  улица Федоровский Ручей  дом 2/13  3 этаж
GREEN LIGHT PHOTO  сервисная компания,0,https://wa.me/79517283988,,79517283988,foto53.ru,,,173004  Великий Новгород  улица Федоровский Ручей  дом 2/13
ПРЕЗЕНТ BOOM!  мастерская фотосувениров и полиграфических услуг,0,,88162965444,, ,http://vk.com/club14367761,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 80
ВЕЛИКИЙ НОВГОРОД  печатный двор,0,,88162502225,, ,,,173002  Великий Новгород  Воскресенский бульвар  дом 4
ВЕЛИКИЙ НОВГОРОД  печатный двор,0,,88162502233,,www.vnovgorod.net,,,173021  Великий Новгород  Нехинская улица  дом 61
МЕДИАНА  торгово-рекламная компания,0,,88162552165,, ,http://vk.com/mediananov  http://vk.com/vladmaks_design,,173021  Великий Новгород  Нехинская улица  дом 46  3 офис  2 этаж
МАГИЯ ФОТО  фотоцентр,0,,88162556253,,vk.com/fotomagi,http://vk.com/fotomagi  http://vk.com/fotomagi,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 130  ТЦ Феникс Сити
БУМЕРАНГ  полиграфическая компания,0,,88162772745,, ,,,173001  Великий Новгород  Новолучанская улица  дом 4  вход со двора
ПОЗИТИВ  полиграфическая компания,0,,88162551060,, ,,,173002  Великий Новгород  улица Германа  дом 12
ДБ МЕДИА ГРУПП,0,,88162929277,,dbmg.ru,,,173024  Великий Новгород  проспект Александра Корсунова  дом 53/1
МИР КОПИЙ  торгово-сервисная компания,0,,88162551122,,www.mircopy.ru,,,173003  Великий Новгород  Великая улица  дом 22  3 офис
АССОРТИ  арт-студия,0,,88162551867,, ,,,173001  Великий Новгород  Большая Санкт-Петербургская улица  дом 21  1 этаж
САУЕРЕССИГ,0,,88162974400,, ,,,173001  Великий Новгород  Тихвинская улица  дом 10
КЛИШИРОВКА ЮНЬЧЭН НОВГОРОД,0,,88162765620,, ,,,Великий Новгород  Сырковское шоссе  дом 27-Б
СПРИНТЕР  салон печати,0,,88162559126,, ,http://vk.com/sprinter53,,173025  Великий Новгород  улица Попова  дом 4  корпус 1
ЗЕБРА-ПРИНТ,0,,88162607676,,www.novzebra.ru,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 29/1
CRAFT  рекламно-производственная компания,0,,88162551005,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 3
GREEN LIGHT PHOTO  сервисная компания,0,https://wa.me/79517283988,,79517283988,foto53.ru,,,173004  Великий Новгород  улица Федоровский Ручей  дом 2/13
АВТОГРАФ,0,,88162552278,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 1  2 этаж
БУМЕРАНГ  полиграфическая компания,0,,88162772745,, ,,,173001  Великий Новгород  Новолучанская улица  дом 4  вход со двора
ПОЗИТИВ  полиграфическая компания,0,,88162551060,, ,,,173002  Великий Новгород  улица Германа  дом 12
IDEA  многопрофильная компания,0,,88162630206,, ,,,173020  Великий Новгород  Студенческая улица  дом 33  1 этаж
ПРОСТОПЕЧАТЬ  полиграфическая компания,0,,88162601461,,www.novprosto.ru,,,173008  Великий Новгород  Сырковское шоссе  дом 28
LUCKY PRINT,0,,88162556911,,www.novbyte.com,,,173025  Великий Новгород  улица Попова  дом 21-Б  24 павильон
КОПИЦЕНТР-53,0,,88162558593,,www.kopicentre.ru,,,173024  Великий Новгород  проспект Александра Корсунова  дом 53  2.12 офис  2 этаж  вход с торца
ГУБЕРНИЯ,0,https://wa.me/79216946811,,79216946811,,,,173004  Великий Новгород  Щитная улица  дом 8
РЕТРО FM,0,,88162551018,, ,,,173000  Великий Новгород  Бояна улица  дом 8
РАДИО-53  FM 102.7,0,,88162681027,, ,,,173020  Великий Новгород  Большая Московская улица  дом 106  702 офис  7 этаж  Студия 704
МАЯК  FM 101.2,0,,88162554909,, ,,,173020  Великий Новгород  Большая Московская улица  дом 106
РАДИО СЕРЕБРЯНЫЙ ДОЖДЬ  FM 105.3,0,,88162551053,,novsilver.ru,,,173004  Великий Новгород  улица Тимура Фрунзе-Оловянка  дом 17/3
НАШЕ РАДИО  FM 104.1,0,,88162641041,,nashe.ru,https://vk.com/nashe.novgorod,,173015  Великий Новгород  Нехинская улица  дом 12
РАДИО ДАЧА ВЕЛИКИЙ НОВГОРОД  FM 107.7,0,,88162502050,,radiodacha.ru,https://vk.com/radiodachanovgorod,,173000  Великий Новгород  Большая Московская улица  дом 24
ШТРИХ-КОД,0,,88162946228,, ,,,173021  Великий Новгород  Нехинская улица  дом 57
360 ВИРТУАЛ ЭКСПРЕСС  рекламное агентство,0,https://wa.me/79116373187,,79116373187, ,,,173014  Великий Новгород  Московская улица  дом 7
O2  рекламное агентство,0,,88162558862,,www.ra-o2.ru,,,173003  Великий Новгород  набережная Реки Гзень  дом 5  513 офис  5 этаж
АВТОГРАФ,0,,88162552278,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 1  2 этаж
ТРИ ДЕРЕВА  агентство интернет-рекламы,0,,88162602666,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 32  5 этаж
WEB-KONTROL  web-студия,0,https://wa.me/79602051515,,79602051515,web-kontrol.ru,,,173016  Великий Новгород  улица Ломоносова  дом 9  1 этаж
S & S  студия,0,,88162689138,, ,,,173004  Великий Новгород  Большая Московская улица  дом 33
КУРАТОВ.РУ  студия,0,,88162552432,,kuratov.ru,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 13  306 офис
ПРОСПЕКТ,0,,88162551050,,www.prospekt-ra.ru,,,173003  Великий Новгород  Великая улица  дом 22/1а  15 офис
ВАЙТ ЛЭЙБЛ  агентство интернет-рекламы,0,,88007071334,,wl24.ru,https://vk.com/wl24ru,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 7
VERTAL.RU  агентство интернет-рекламы и создания сайтов,0,,88162902210,,vertal.ru,,,173003  Великий Новгород  Лазаревская улица  дом 11  1 этаж
REDLUK  рекламное агентство,0,,88162556480,,redluk.ru,,,173003  Великий Новгород  Великая улица  дом 22/1а
ЛИДЕР МЕДИА  рекламное агентство,0,,88162552020,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 56  2 офис  2 этаж
ЕВРОКОНТАКТ  рекламное агентство,0,https://wa.me/79602000099,,79602000099, ,,,173001  Великий Новгород  улица Розважа  дом 15
ТРИ ДЕРЕВА  агентство интернет-рекламы,0,,88162602666,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 32  5 этаж
ШТРИХ КОД  рекламное агентство,0,,88162222818,,vk.com/club59531642,http://vk.com/club59531642,,173021  Великий Новгород  Нехинская улица  дом 57  3 офис  2 этаж
АЛЬЯНС МЕДИА,0,,88002220432,,8800tv.com,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 130
ПРОСПЕКТ,0,,88162551050,,www.prospekt-ra.ru,,,173003  Великий Новгород  Великая улица  дом 22/1а  15 офис
БАТТЕРФЛЯЙ МЕДИА  рекламное агенство,0,,88162502205,, ,http://vk.com/ra_bvra,,"173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  БЦ ""Волна""  офис 41"
АвтоРеклама53,0,,88162554680,, ,,,173000  Великий Новгород  Сырковское шоссе  дом 14
ЛИМОН,0,,88162335312,,,,,173003  Великий Новгород  набережная Реки Гзень  дом 5  819 офис
АВТОГРАФ,0,,88162552278,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 1  2 этаж
МОРОШКА  рекламное агентство полного цикла,0,https://wa.me/79116001170,,79116001170,vk.com/club86848926,http://vk.com/club86848926,,173008  Великий Новгород  Сырковское шоссе  дом 4  2 этаж
АНТУРАЖ  рекламное агентство,0,,88162556573,, ,,,173024  Великий Новгород  улица Кочетова  дом 10  59 офис  2 этаж
RUBICON  рекламное агентство,0,,88162700101,, ,http://vk.com/rubicon_vn  http://vk.com/studia53,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 51-а  4 этаж
ОПТ-ПРИНТ  компания,0,,88162772181,, ,,,173021  Великий Новгород  Нехинская улица  дом 57
АВРОРА  рекламное агентство,0,,88162600793,,,,,173015  Великий Новгород  Прусская улица  дом 23
ТОЧКА ДЖИ  рекламное агентство,0,,88162551188,,vk.com/tg_vn,http://vk.com/tg_vn,,173007  Великий Новгород  Софийская набережная  дом 2
ДЖОКЕР,0,,88162334974,, ,,,"173000  Великий Новгород  Великая улица  дом 18  завод ""Спектр"""
САМУРАЙ,0,,88162946226,, ,https://vk.com/dasnovgorod,,173021  Великий Новгород  Нехинская улица  дом 57  офис 5
АРСЕНАЛ  рекламная компания,0,,88162555444,, ,,,173003  Великий Новгород  Великая улица  дом 23
CRAFT  рекламно-производственная компания,0,,88162551005,, ,,,173003  Великий Новгород  Великая улица  дом 22  корпус 3
РЕКЛАМНЫЙ ДВОР,0,,88162675600,, ,,,173021  Великий Новгород  Нехинская улица  дом 57  офис 65
АРСЕНАЛ,0,,88162776166,, ,https://vk.com/dasnovgorod,,173001  Великий Новгород  Великая улица  дом 11/10
ПУТЕВАЯ РЕКЛАМА,0,,88162339333,, ,,,173004  Великий Новгород  Большая Московская улица  дом 37
МИР РЕКЛАМЫ,0,,88162607933,,www.reklamiruem.ru,,,173016  Великий Новгород  улица Космонавтов  дом 18/1
ИНТЭКС,0,,88162638868,, ,,,173000  Великий Новгород  Большая Московская улица  дом 30  корпус 2
ГРАФИТ,0,,88162948178,, ,,,173015  Великий Новгород  Октябрьская улица  дом 10-а
RUS OUTDOOR,0,,88162779076,, ,https://vk.com/dasnovgorod,,173002  Великий Новгород  улица Германа  дом 1-а  офис 16
ЛАЗУРИТ,0,,88162557980,, ,,,173001  Великий Новгород  Великая улица  дом 6  корпус 1
ЕДИНОЕ РЕКЛАМНОЕ АГЕНТСТВО,0,,88162602562,, ,,,173011  Великий Новгород  Восточная улица  дом 15
