Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
ТОРГОВАЯ КОМПАНИЯ,0,,84852463869,, ,,,150006  Ярославль  улица Лескова  дом 26
МАГАЗИН КОНТРОЛЬНО-ИЗМЕРИТЕЛЬНЫХ ПРИБОРОВ,0,,84852982585,, ,,,150006  Ярославль  Морозовская улица  дом 1
КРОНЕ ИНЖИНИРИНГ  производственная компания  официальное представительство в г. Ярославле,0,,84852593003,,www.krohne.su,,,150040  Ярославль  улица Победы  дом 37  401 офис  4 этаж
ЯР-РЕЗЕРВ  оптовая компания,0,https://wa.me/79605287023,,79605287023,xn----8sbmwf1ai3i.xn--p1ai,,,150044  Ярославль  Выставочная улица  дом 6
ЕДИНЫЙ ЦЕНТР СНАБЖЕНИЯ  компания по монтажу инженерных систем,0,,84852332322,,,,,150003  Ярославль  улица Терешковой  дом 13/5
РУСАВТОМАТИЗАЦИЯ  торгово-сервисная компания,0,,84852607614,, ,http://vk.com/level174,,150044  Ярославль  Промышленная улица  дом 18  д
КИП СИСТЕМЫ,0,,84852594540,,www.kipsystems.ru,,,150049  Ярославль  улица Лисицына  дом 3-а  офис 111
Транзит-Сервис,0,,84852338049,, ,,,150062  Ярославль  проспект Авиаторов  дом 151
ВАЛЕНТИНА  торговая компания,0,,84852429032,, ,,,150001  Ярославль  Московский проспект  дом 41-а
ВЗЛЕТ-ЯРОСЛАВЛЬ  торговая компания,0,,84852744395,, ,,,150040  Ярославль  улица Некрасова  дом 54
ВИАТЕХ МАРКЕТ  торговая компания,0,,84852461511,, ,,,150006  Ярославль  2-я Суворовская улица  дом 9-а
МЕРА  торговая компания,0,,84852585404,, ,,,150001  Ярославль  Малая Пролетарская улица  дом 18-а  строение 2
МОДУЛЬ СТС  научно-производственное объединение,0,,84852945323,, ,,,150022  Ярославль  Тормозное шоссе  дом 14
ПРОФТЕХКОМПЛЕКТ  торговая компания,0,,84852725643,, ,,,150000  Ярославль  улица Нахимсона  дом 21-а
СПЕКТР-ТРЕЙД,0,,84852725518,, ,,,150000  Ярославль  улица Нахимсона  дом 21-а
ТЭК  оптовая компания,0,,84852745071,, ,,,150003  Ярославль  Советская улица  дом 69
ФАЗИС  оптовая компания,0,,84852588085,, ,,,150044  Ярославль  Ленинградский проспект  дом 33
ЭВС  производственно-торговая компания,0,,84852316081,, ,,,150049  Ярославль  Мышкинский проезд  дом 10
ЯРТЕПЛОСИСТЕМЫ  торгово-монтажная компания,0,,84852330469,, ,,,150014  Ярославль  улица Чайковского  дом 9  офис 508/8
PROTHERM  сервисный центр,0,,84852329584,,,,,150001  Ярославль  2-я Мельничная улица  дом 8  2 этаж
АКВАЦЕНТР  магазин,0,https://wa.me/79201000358,,79201000358,acva-centr.ru,,,150044  Ярославль  Промышленная улица  дом 1  ст6
ТЕПЛОДОМ  торгово-монтажная компания,0,,84852663579,, ,,,150044  Ярославль  Промышленная улица  дом 2  литА
ТЕРМОКЛУБ  интернет-магазин,0,,84852594001,,www.termoclub.ru,,,150042  Ярославль  Елены Колесовой улица  дом 13  в
ТЕПЛОЦЕНТР  проектно-монтажная фирма,0,,84852505526,, ,,,150044  Ярославль  Елены Колесовой улица  дом 36  корпус 2
H2O  специализированный магазин водоснабжения и отопления,0,,84852266487,,www.h2o-shop.ru,,,150048  Ярославль  Силикатное шоссе  дом 15  корпус 1
АГРИС  торговая компания,0,,84852493126,, ,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Промышленная улица  дом 1
АКВАСТРОЙ  торгово-монтажная фирма,0,,84852981639,,,,,150043  Ярославль  улица Чкалова  дом 32-а
ВИССМАНН  производственная компания,0,,84852582979,, ,,,150000  Ярославль  Чайковского улица  дом 42-а
ГИДРОТЕХПРОМ  торговая фирма,0,,84852408575,, ,,,150003  Ярославль  улица Полушкина Роща  дом 9-б
ЕВРОПЛАСТ  торгово-монтажная компания,0,,84852599285,, ,,,150049  Ярославль  Вспольинское поле  дом 14
СЕВЗАПЛЕСЭНЕРГО  ремонтная фирма,0,,84852552828,, ,,,150042  Ярославль  поселок Парижская Коммуна  дом 1
ТЭКСИС  сервисная компания,0,,84852457537,, ,,,150049  Ярославль  Лисицына улица  дом 3-а  литера Г
ТЕПЛОЕВРОКОМПЛЕКТ  торгово-монтажная компания,0,,84852429584,, ,,,150001  Ярославль  Большая Федоровская улица  дом 63
ТЕПЛОВИК  монтажно-ремонтная фирма,0,,84852739752,, ,,,150054  Ярославль  Щапова улица  дом 20
ТРИНАДЦАТЬ ПЛЮС  строительно-монтажная компания,0,,84852473290,, ,,,150023  Ярославль  Гагарина улица  дом 69-а
НЕМЕЦКОЕ ТЕПЛО  торговая фирма,0,,84852330186,, ,,,Ярославль
COFFEE LIKE  кофе-бар,0,https://wa.me/79622065598,,79622065598,vk.com/coffeelikeru,http://vk.com/coffeelikeru,,150000  Ярославль  улица Победы  дом 41  -1 этаж  центр Аура
JUICE MASTER  кафе,0,https://wa.me/79117764601,,79117764601,,http://vk.com/coffeelikeru,,150000  Ярославль  улица Победы  дом 41  3 этаж
ЛАКОКРАСКА-Я  торгово-производственная компания,0,,84852599908,, ,,,150044  Ярославль  проспект Октября  дом 87-а  литера Д
РОС-АКВА  производственно-торговая компания,0,,84852959707,, ,,,150023  Ярославль  улица Гагарина  дом 76-а
КРАСКИ ПРОФИ,0,https://wa.me/79201486927,,79201486927, ,http://vk.com/club110563979,,150044  Ярославль  проспект Октября  дом 78
ФАРБЕФЛЕКС,0,https://wa.me/79023308516,,79023308516,www.farbeflex.ru,,,150044  Ярославль  1-й Промышленный проезд  дом 9
Спектр Групп,0,,88002014485,, ,,,150065  Ярославль  проспект Машиностроителей  дом 48-а
ЛАКОКРАСКА  производственное объединение,0,,84852599464,, ,,,150044  Ярославль  Промышленная улица  дом 2
ХИМПРОМ  научно-производственное предприятие,0,,84852723728,, ,,,150062  Ярославль  проспект Авиаторов  дом 155-в  а/я 81
ХИМТЭК  ПО,0,,88005005211,, ,,,150000  Ярославль  Республиканская улица  дом 55/7
ХИМПРОМ-М,0,,84852662129,, ,,,150044  Ярославль  Базовая улица  дом 3
МРАМАРЛИТ,0,,84852695314,,mramarlit.ru,,,150048  Ярославль  Силикатное шоссе  дом 5
АЛЬФА-КОЛОР,0,,84852584631,, ,,,150030  Ярославль  Московский проспект  дом 74
АНТЕЙ  торговый дом,0,,84852579701,, ,,,150001  Ярославль  Карабулина улица  дом 33
АРДЕН  оптово-розничная компания,0,,84852585353,, ,,,150044  Ярославль  улица Полушкина Роща  дом 16-К
ВЕРХНЕВОЛЖСКАЯ ЛАКОКРАСОЧНАЯ КОМПАНИЯ  торгово-производственная компания,0,,84852589345,,www.vvlk.ru,,,150000  Ярославль  улица Свободы  дом 2/40
ИНФРАХИМ  торгово-промышленная компания,0,,84852581431,, ,,,150044  Ярославль  Ленинградский проспект  дом 33
КОЛОРCITY  торговая компания,0,,84852276513,, ,,,150043  Ярославль  улица Чкалова  дом 54-а
КРАСКИ ЯРОСЛАВЛЯ  торговый дом,0,,84852493313,, ,,,150044  Ярославль  Промышленная улица  дом 20
ЕВРОТОРГЦЕНТР  оптовая компания,0,,84852580736,, ,,,150054  Ярославль  Чкалова улица  дом 2
КРЕП МАРКЕТ  торговая фирма,0,,84852493516,,,,,150049  Ярославль  Вспольинское поле  дом 16
МАСТЕР-ГРАД  производственная компания,0,,84852555144,, ,,,150044  Ярославль  Ленинградский проспект  дом 27  корпус 7
МЕТИЗ  торговая компания,0,,84852722402,, ,,,150044  Ярославль  Промышленная улица  дом 1-б
ПАРИТЕТ  торговая компания,0,,84852780732,, ,,,150003  Ярославль  улица Полушкина Роща  дом 9  строение 14
ТАНДЕМ  торговая компания,0,https://wa.me/79036466860,,79036466860,,,,150049  Ярославль  Вспольинское поле  дом 2
СТРОЙПРОФИ  торговая компания,0,,84852580446,, ,,,150044  Ярославль  Ленинградский проспект  дом 33
ЯРСТРОЙМЕТИЗ  торговый дом,0,,84852423282,, ,,,150030  Ярославль  улица Гоголя  дом 20
СЕТЬ МАГАЗИНОВ ОТДЕЛОЧНЫХ МАТЕРИАЛОВ,0,,84852466392,,,,,150010  Ярославль  Индустриальный переулок  дом 8
КРЕПМАРКЕТ  торговая фирма,0,https://wa.me/79619729448,,79619729448,krepmetus.ru,,,150049  Ярославль  Вспольинское поле  дом 1
ЯРПОЛИТЕКС  торговая компания,0,,84852765446,, ,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 6
МЕТИЗ-МАРКЕТ  торговая компания,0,,84852919310,,,,,150049  Ярославль  Вспольинское поле  дом 16-а
КРИОГАЗ,0,https://wa.me/79622133737,,79622133737, ,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 2  ст1
ГАЗТЕХ  производственная компания,0,,84852683311,, ,,,150044  Ярославль  улица Механизаторов  дом 5  и
АЗОТНО-КИСЛОРОДНЫЙ ЗАВОД,0,,84852738663,, ,,,150044  Ярославль  проспект Октября  дом 94
СВИФТ  производственно-коммерческая фирма,0,,84852741104,, ,,,150008  Ярославль  Машиностроителей проспект  дом 83
ТЕХНОГАЗ  оптово-розничная фирма,0,,84852440997,, ,,,150066  Ярославль  улица Пожарского  дом 61
КРИОГАЗ,0,,84852672200,, ,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 5-а
МАКСИ  супермаркет,0,,88001002727,,maxi-retail.ru,http://vk.com/maxi.retail,,150006  Ярославль  проспект Фрунзе  дом 52  Б
ВЕСТ-БИО  торговая фирма,0,,84852250813,, ,,,150040  Ярославль  Октября проспект  дом 47
МЕДХИМТЕХ  торговая фирма,0,,84852449242,, ,,,150030  Ярославль  Силикатное шоссе  дом 19
НЕОЛАБ  торгово-сервисная фирма,0,,84852585146,, ,,,150001  Ярославль  Малая Пролетарская улица  дом 22
ХИМИКОМ  научно-производственная организация,0,,84852581841,, ,,,150044  Ярославль  Ленинградский проспект  дом 33
ВИБРОПРИБОР,0,,84852266482,, ,,,150000  Ярославль  Республиканская улица  дом 75  корпус 2
Эконит,0,,84852336008,, ,,,150006  Ярославль  улица Лескова  дом 28
Инмедпром,0,,84852324374,,inmedprom.ru,,,Ярославль  улица Радищева  дом 40/31
ЛАБ-Сервис,0,,84852971992,,lab-servis-yar.ucoz.ru,,,Ярославль  улица Панина  дом 29
FOXCASE  мастерская,0,https://wa.me/79066352109,,79066352109, ,http://vk.com/foxcase76,,150047  Ярославль  улица Белинского  дом 28-а
Vending Parts,0,,84852682166,,vendingparts.ru,,,Ярославль  проспект Фрунзе  дом 24
Бисис-Т,0,,84852946291,,bcs-t.ru,,,Ярославль  Республиканская улица  дом 13
Борисоглебское лесничество ГКУ ЯО,0,,84853921997,, ,,,152170  Ярославская область  Борисоглебский  Транспортная улица  дом 32
ЛС-ГРУПП,0,,88002224512,,chpu-stanki.com,,,150001  Ярославль  Малая Пролетарская улица  дом 18-б  офис 16
Cтройдеталь,0,,84853921115,,стройдеталь.su,,,Ярославская область  Борисоглебский  Красноармейская улица  дом 72
Ярославское биотопливо,0,https://wa.me/79201132413,,79201132413, ,,,Ярославль  проезд Подвойского  дом 3
ЛЕСОТОРГОВАЯ БАЗА № 1  торгово-производственная компания,0,https://wa.me/79806540044,,79806540044,,,,150022  Ярославль  проспект Фрунзе  дом 30
ЛЕСОТОРГОВАЯ БАЗА № 1  торгово-производственная компания,0,https://wa.me/79159800044,,79159800044,,,,150061  Ярославль  улица Громова  дом 13
ЗАВОЛЖСКИЙ ЛЕС,0,https://wa.me/79201338660,,79201338660,vk.com/club217284291,http://vk.com/club217284291,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Луговая улица  дом 11
ТРАНСПОРТНАЯ КОМПАНИЯ  ИП Чежин В.Л.,0,,84852765374,,,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Промышленная улица  дом 14
МИР ЛЕСА  торговая компания,0,https://wa.me/79201288600,,79201288600,,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Промышленная улица  дом 14
МАГАЗИН ПИЛОМАТЕРИАЛОВ,0,https://wa.me/79206534010,,79206534010,masterles76.ru,,,150521  Ярославль  улица Калинина  дом 28  ст9
БРУСОК  производственная компания,0,,84852334022,,brusok-yar.ru,,,150023  Ярославль  улица Гагарина  дом 73  ст1
ЛТК ЛЕССТРОЙ,0,,84852338323,,ltk76.ru,,,150008  Ярославль  1-я Шоссейная улица  дом 54
ЛЕСТЕРМО  торговая компания,0,https://wa.me/79106605407,,79106605407,xn--e1aaqgkkfi.xn--p1ai,,,150000  Ярославль  Республиканская улица  дом 44/21
АДК  торговая компания,0,,84852732433,, ,,,150049  Ярославль  Вспольинское поле  дом 16
ВЕТЛУГА  лесоторговая база,0,,84852982844,,,,,150029  Ярославль  промзона Декабристов  дом 5
ВИМ  оптовая компания,0,,84852301447,, ,,,150003  Ярославль  проспект Ленина  дом 8-а
ВИРТА  торгово-производственная компания,0,,84852724487,, ,,,150007  Ярославль  Столярная улица  дом 14
ГРАНД ПЛЮС  торговый дом,0,,84852211543,, ,,,150049  Ярославль  улица Свободы  дом 87
ДОЩЕЧКИ  торговая компания,0,,84852332750,, ,,,150049  Ярославль  Вспольинское поле  дом 14
ЛЕСОПИЛКИ ЯРОСЛАВЛЯ  торгово-строительная компания,0,,84852972494,, ,,,150025  Ярославская область  Ярославский район  поселок Карачиха  Школьная улица  дом 31
ЛЕССЕРВИС  торговая компания,0,,84852721393,, ,,,150040  Ярославль  проспект Октября  дом 41-а
РЕГИОНАЛЬНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ ЯРОСЛАВСКОЙ ОБЛАСТИ,0,,84852594478,, ,,,150000  Ярославль  улица Свердлова  дом 25  д
АЛЬФА-ЛИЗИНГ  лизинговая компания,0,,84852281142,, ,,,150000  Ярославль  улица Свободы  дом 29
ЭВОЛЮЦИЯ АВТОЛИЗИНГА,0,,88003337575,,evoleasing.ru,http://vk.com/evoleasing,,150014  Ярославль  улица Свободы  дом 71-а
Пруссия,0,,84852664226,, ,https://vk.com/lcprussia,,150003  Ярославль  Республиканская улица  дом 3  корпус 7  офис 319
NORDLINE,0,,84852370118доб.106,,nleas.ru,,,150054  Ярославль  улица Чехова  дом 2
CARCADE  лизинговая компания,0,,84852585828,, ,,,150003  Ярославль  Республиканская улица  дом 3  корпус 7
ВЕРХНЕВОЛЖСКАЯ ЛИЗИНГОВАЯ КОМПАНИЯ,0,,84852726363,, ,,,150049  Ярославль  Магистральная улица  дом 4
ВИП  лизинговая компания,0,,84852732997,,,,,150040  Ярославль  Октября проспект  дом 56
ЕВРОЛИЗИНГ  лизинговая компания,0,,84852259392,, ,,,150014  Ярославль  улица Богдановича  дом 6-а
ЕВРОПЛАН  лизинговая компания,0,,84852732307,, ,,,150000  Ярославль  улица Свободы  дом 2/40
ЕДИНЫЙ ЛИЗИНГОВЫЙ ЦЕНТР,0,https://wa.me/79237750231,,79237750231,,,,150001  Ярославль  Малая Пролетарская улица  дом 18-а
ИНВЕСТЛИЗИНГ  лизинговая компания,0,,84852744297,, ,,,150000  Ярославль  Пушкина улица  дом 2  корпус 2
ЛИЗИНГ  финансовая компания,0,,84852715137,,,,,150054  Ярославль  Ленина проспект  дом 57
МИКК  инвестиционно-консалтинговая компания,0,,84852733036,, ,,,150040  Ярославль  Володарского улица  дом 101
МИК  лизинговая компания,0,,84852738565,, ,,,150014  Ярославль  проспект Толбухина  дом 43
НОВАЯ ЛИЗИНГОВАЯ КОМПАНИЯ  лизинговая компания,0,,84852580572,,,,,150030  Ярославль  Московский проспект  дом 115
ПРОМЛИЗИНГ  лизинговая компания,0,https://wa.me/79611602155,,79611602155, ,,,150040  Ярославль  улица Победы  дом 38/27
РАДОНИТ  научно-производственное объединение,0,,84852751910,, ,,,150043  Ярославль  улица Карла Либкнехта  дом 17  а
ИП Столяров Е.В.,0,,84852436355,,rublitkom.ru,,,Ярославская область  Ярославский район  поселок Карачиха  Школьная улица  дом 31
СОЮЗЛИФТМОНТАЖ,0,,84852584772,, ,,,150054  Ярославль  Тургенева улица  дом 17
ЯРОСЛАВЛЬЛИФТ,0,,84852757184,, ,,,150003  Ярославль  улица Воинова  дом 14
ЯРОСЛАВЛЬЛИФТРЕМОНТ,0,,84852756332,, ,,,150051  Ярославль  улица Папанина  дом 27  корпус 2
Лифт Мастер,0,https://wa.me/79019858630,,79019858630,,,,Ярославль  улица Батова  дом 14  корпус В
ЯРОСЛАВСКИЕ МАГНИТЫ  оптово-розничная компания,0,,88002220406,,yarmagnit.com,,,150000  Ярославль  Большая Октябрьская улица  дом 32  2 этаж
Сильные Магниты Ярославль,0,,84852684236,, ,,,Ярославль  Большая Октябрьская улица  дом 39/2
Неодимовые магниты,0,https://wa.me/79201045825,,79201045825, ,,,Ярославль  улица Панина  дом 3  корпус 6
НИНЭЛЬ  торговая компания,0,https://wa.me/79036910261,,79036910261,,,,150030  Ярославль  улица Журавлева  дом 7
ЦЕНТР  оптовая компания,0,,84852304853,, ,,,150014  Ярославль  проспект Толбухина  дом 62
ФЕРТ,0,,84852335200,,,,,150030  Ярославль  улица Журавлева  дом 7
ОЛИВИЯ  магазин оливковых масел,0,,84852331882,, ,,,150000  Ярославль  Депутатская улица  дом 2
ОЛЕУМ  оптовая компания,0,,84852532981,,,,,150045  Ярославль  улица Панина  дом 33
ОПТОВАЯ КОМПАНИЯ,0,,84852493451,, ,,,150044  Ярославль  Ленинградский проспект  дом 27
ПРОВИЗИЯ  торговая компания,0,,84852493451,,,,,
НИНЭЛЬ  торговая компания,0,https://wa.me/79036910261,,79036910261,,,,150030  Ярославль  улица Журавлева  дом 7
КИТ,0,https://wa.me/79159681410,,79159681410,,http://vk.com/oceanyar,,150001  Ярославль  улица Наумова  дом 72  755 офис
ПОЛЕЗНЫЕ МАШИНЫ  производственная компания,0,,84852388037,, ,,,150001  Ярославль  улица Вишняки  дом 1
НТЦ Русич,0,,84852717393,,stanok76.ru,,,Ярославль  проспект Машиностроителей  дом 83  корпус 2
Запчасть-Комплект,0,,84855250741,,zakom.ru,,,Ярославская область  Ярославский район  деревня Красная Горка  Центральная улица  дом 4
Некрасовский машиностроительный завод,0,,84853141244,, ,,,152260  Ярославская область  Некрасовское  Советская улица  дом 101
ЯрТехСервис,0,https://wa.me/79206538373,,79206538373,,,,Ярославль  Балтийская улица  дом 26
Пнеуформ Рус,0,,84852721921,, ,,,Ярославль  улица Полушкина Роща  дом 9
Некрасовский машиностроительный завод,0,,84853141666,,,,,Ярославль  Советская улица  дом 101
Асфальто-бетонный завод,0,https://wa.me/79622145225,,79622145225,,,,Ярославль  Комсомольская улица  дом 100
КомплексСтрой,0,,84852330878,, ,,,Ярославль  Московский проспект  дом 1-а
ВИНТОВЫЕ ТЕХНОЛОГИИ,0,https://wa.me/79109733365,,79109733365, ,,,150044  Ярославль  Промышленная улица  дом 20
ЗАВОД МЕТАЛЛОКОНСТРУКЦИЙ 76,0,,84852493140,, ,https://vk.com/zmk76,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 2
СТРОЙ-АЛЬЯНС  группа компаний,0,https://wa.me/79066395568,,79066395568, ,,,150044  Ярославль  Ленинградский проспект  дом 29-а
ИСКРА  завод,0,,84942494828,,меткорпус.рф,,,Ярославль  улица Лисицина  дом 3-а
Металлические конструкции,0,,84852722360,, ,,,150064  Ярославль  улица Чкалова  дом 54-а
ИнМеРа,0,https://wa.me/79605396053,,79605396053,,,,Ярославль  улица Щапова  дом 20
Ваш-Забор,0,,84852926022,,vasch-zabor.ru,,,Ярославль  проспект Авиаторов  дом 151
Теплант,0,https://wa.me/79209379444,,79209379444,termo-panel.ru,,,Ярославль  Тутаевское шоссе  дом 1
Агентство рекламной вывески,0,https://wa.me/79038241109,,79038241109,,,,Ярославль  улица Лисицына  дом 2
Рид - МК,0,,84852683945,, ,,,Ярославль  Песочная улица  дом 55
Завод дачных теплиц,0,https://wa.me/79806551495,,79806551495,1zavodteplic.ru,,,Ярославль  проезд Связистов  дом 7
Паром,0,https://wa.me/79056334436,,79056334436, ,,,Ярославль  Промышленная улица  дом 12
Артимарк,0,,84852904055,,artimark.ru,,,Ярославль  улица Полушкина Роща  дом 16  строение 78а
Гефест,0,,84852206436,, ,,,Ярославль  Большая Октябрьская улица  дом 51/89
Каталаг  производственная компания,0,,84852681131,,katalag.ru,,,Ярославль  проспект Октября  дом 87
Феникс,0,,84852925117,,ooo-fenix.ru,,,150046  Ярославль  улица Гагарина  дом 62  строение 13
Астрон Билдингс,0,https://wa.me/79122787008,,79122787008,,,,Ярославль  улица Пожарского  дом 73
Инвитто,0,,84852595329,,avengroup.ru,,,Ярославль  Корабельная улица  дом 2
РОСМЕТ  группа компаний,0,,84852595329,,,,,
ВТОРЧЕРМЕТ,0,https://wa.me/79159605222,,79159605222,,,,150029  Ярославль  промзона Декабристов  дом 9-а
НИП  пункт приема металлолома,0,https://wa.me/79301177626,,79301177626, ,,,150047  Ярославль  Угличская улица  дом 39-к
БЛЭКСКРАП,0,,84852670245,,blackscrap.ru,,,150044  Ярославль  Промышленная улица  дом 20-а
ВТОРРЕСУРСЫ,0,https://wa.me/79657262146,,79657262146, ,,,150023  Ярославль  улица Гагарина  дом 62  строение 13
ПРОМЦВЕТМЕТ,0,https://wa.me/79605326777,,79605326777,,,,150003  Ярославль  улица Полушкина Роща  дом 9  строение 17
МЕТ-СТИЛ,0,,84852663606,, ,,,150044  Ярославль  Ленинградский проспект  дом 35
ВТОРЦВЕТМЕТ  перерабатывающая компания,0,,84852737073,, ,,,150044  Ярославль  Выставочная улица  дом 8
БЛЭКСКРАП,0,,84852670245,,blackscrap.ru,,,150010  Ярославль  Тормозное шоссе  дом 120
ЯРОСЛАВСКАЯ МЕТАЛЛИЧЕСКАЯ КОМПАНИЯ ПЛЮС,0,https://wa.me/79997861040,,79997861040,,,,150066  Ярославль  улица Пожарского  дом 61
БРУДО,0,,84852683395,,,,,150046  Ярославль  улица Титова  дом 21
НПО ДЕКАРТ  производственная компания,0,,84852663889,,www.npo-dekart.ru,,,150001  Ярославль  Коровницкий переулок  дом 18  203 помещение
СТРУКТУРА  технический центр,0,,84852681017,,tech-structure.ru,,,150003  Ярославль  Советская улица  дом 81-а
INTER LASER  торговая фирма,0,,84852722607,, ,,,150044  Ярославль  Промышленная улица  дом 2
АРМАМЕТ  производственно-торговая компания,0,,84852748435,, ,,,150044  Ярославль  проспект Октября  дом 87-а  строение 4
ВРЕМЯ  торговая компания,0,,84852585136,, ,,,150001  Ярославль  Малая Пролетарская улица  дом 22
ДРУЖБА  производственно-сервисная компания,0,,84852493356,, ,,,150044  Ярославль  Промышленная улица  дом 2
МАСТЕР,0,,84852736037,,,,,150031  Ярославль  Промышленное шоссе  дом 1
МЕТАЛЛИСТ  производственная компания,0,,84852723609,, ,,,150008  Ярославль  Машиностроителей проспект  дом 83
НОВАТОР  производственная группа,0,,84852455500,, ,,,150030  Ярославль  Старокостромская улица  дом 1-а
РЕГИОН СЕРВИС  торгово-производственная компания,0,,84852940404,, ,http://vk.com/stalservis76,,150030  Ярославль  улица Гоголя  дом 15
РИВС  сервисная компания,0,https://wa.me/79038237534,,79038237534,,http://vk.com/stalservis76,,150044  Ярославль  Ленинградский проспект  дом 33  строение 1
ТСО-ХОЛДИНГ  производственная компания,0,,84852490455,, ,,,150008  Ярославль  Машиностроителей проспект  дом 83
ТЕХНИЧЕСКИЙ ЦЕНТР Н  производственная компания,0,,84852244290,, ,,,150008  Ярославль  Машиностроителей проспект  дом 83
ТЕХНОМАШ  торговая фирма,0,,84852660473,, ,,,150003  Ярославль  улица Полушкина Роща  дом 16  строение 78
ТОР-97  торгово-производственная компания,0,,84852583777,, ,,,150044  Ярославль  Ленинградский проспект  дом 33
МЕХАНИК  конструкторское бюро,0,https://wa.me/79038220910,,79038220910, ,,,150044  Ярославль  Ленинградский проспект  дом 33
Электромаш,0,,84852490480,, ,,,150008  Ярославль  проспект Машиностроителей  дом 83
МашРесурс,0,,84852595854,,,,,Ярославль  улица Титова  дом 20
Каталаг  производственная компания,0,,84852681131,,katalag.ru,,,Ярославль  проспект Октября  дом 87
ПТМ-Д  торговый дом,0,,84852493431,,ptmd.ru,,,Ярославль  Промышленная улица  дом 20  строение 5
Феррум,0,,84852525252,,ferrum-yar.ru,,,Ярославль  1-я Вокзальная улица  дом 7
Металлообработка,0,,84852904328,, ,,,Ярославль  проспект Октября  дом 87-а
Некрасовский машиностроительный завод,0,,84853141244,, ,,,152260  Ярославская область  Некрасовское  Советская улица  дом 101
МехМастер,0,,84852720624,,mehmaster.ru,,,150044  Ярославль  проспект Октября  дом 85
Фрезер центр,0,https://wa.me/79206503131,,79206503131, ,,,150044  Ярославль  проспект Октября  дом 86-а  строение 10
Profcut-Cnc,0,,88007750283,,profcut-cnc.ru,,,Ярославль  улица Свободы  дом 97
Metal3D,0,https://wa.me/79056457953,,79056457953,,,,Ярославль  Советская улица  дом 23  корпус 16
Металл-сервис,0,,84852587447,, ,,,Ярославль  улица Полушкина Роща  дом 16  строение 58
Специальное конструкторское бюро микроэлектроники и вычислительной техники с опытным производством,0,,84852246512,, ,,,150007  Ярославль  Университетская улица  дом 21
Формат  конструкторское бюро,0,https://wa.me/79066357935,,79066357935, ,,,Ярославль  Магистральная улица  дом 20
ТехАвторесурс,0,https://wa.me/79610206201,,79610206201, ,,,Ярославль  Магистральная улица  дом 20
Меркурий,0,,84852683201,,,,,Ярославль  Тепловой переулок  дом 18-б
АНЭП МЕТАЛЛ,0,,88005505635,,yaroslavl.anepmetall.ru,,,150044  Ярославль  Промышленное шоссе  дом 7-в
СПЕЦИАЛЬНАЯ МЕТАЛЛУРГИЯ  научно-промышленный комплекс,0,,88005001753,, ,http://vk.com/npksm,,150003  Ярославль  улица Полушкина Роща  дом 5  к2
МЕТТРАНСТЕРМИНАЛ,0,,84852662508,,,,,150042  Ярославль  Тутаевское шоссе  дом 6  Б
АВИАПРОМСТАЛЬ,0,,84852662946,,yaroslavl.aviastal.ru,,,150003  Ярославль  улица Полушкина Роща  дом 9-б
ЯРМЕТАЛЛ  производственно-торговая компания,0,,84852580317,, ,,,150044  Ярославль  Базовая улица  дом 7
МЕЧЕЛ-СЕРВИС  торговая компания,0,,84852580317,,,,,
ЯЦ КСП,0,,84852682698,,yacksp76.ru,,,150052  Ярославль
ПРОФИЛЬ ЦЕНТР  торгово-производственная компания,0,,84852684551,, ,,,150003  Ярославль  улица Полушкина Роща  дом 9
АЛЬТПРОМ  торговая компания,0,,84852939392,, ,,,150044  Ярославль  Промышленный переулок  дом 2-а
МЕТАЛЛСТРОЙКОМПЛЕКТ  торговая компания,0,,84852745235,, ,,,150054  Ярославль  Чехова улица  дом 2
МЕТАЛЛСТРОЙКОМПЛЕКТ  торговая фирма,0,,84852737329,, ,,,150044  Ярославль  проспект Октября  дом 90-а
СПЕЦИНВТЕХНИКА-Я,0,,84852568012,, ,,,150044  Ярославль  Октября проспект  дом 89
ТЕХНОМЕТ  торговая компания,0,,84852582218,, ,,,150044  Ярославль  проспект Октября  дом 87-а  строение 4
СТАЛЬТРЕЙД  торговая компания,0,,84852493120,, ,,,150510  Ярославская область  Ярославский район  поселок Кузнечиха  Промышленная улица  дом 3
Мечел-Сервис  склад,0,,84852262283,, ,,,Ярославль  улица Гагарина  дом 62
Союз,0,https://wa.me/79201159394,,79201159394,,,,Ярославль  Вспольинское Поле улица  дом 16-б
Тера-Групп,0,,84852695229,,tera-group.ru,,,Ярославль  Угличская улица  дом 39
МЕТАЛЛ-СОЮЗ,0,,88007071789,,yaroslavl.metsklad.ru,,,150044  Ярославль  Промышленная улица  дом 18-д
