Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
СЕРВИС24  торгово-сервисная компания,0,,88312667317,, ,http://vk.com/s24volga,,603152  Нижний Новгород  Полевая улица  дом 2  а,,
СИРИУС,0,,88314149100,, ,,,603034  Нижний Новгород  Кисловодская улица  дом 1/6,,
ЭНЕРГИЯ-Т,0,,88312697348,, ,,,603029  Нижний Новгород  Памирская улица  дом 11-п,,
ТЕХНИКА ДЛЯ СКЛАДА,0,,88312969888,,www.pt-52.ru,,,603141  Нижний Новгород  улица Геологов  дом 1,,
ТФН — НИЖНИЙ НОВГОРОД,0,,88312749840,, ,,,603108  Нижний Новгород  Ракетная улица  дом 2-в,,
НИЖПОГРУЗЧИКСЕРВИС,0,,88312832060,, ,,,603124  Нижний Новгород  улица Айвазовского  дом 10-а  офис 313,,
ДОКВЕСТ,0,,88314693275,, ,,,603009  Нижний Новгород  проспект Гагарина  дом 168  офис 205,,
ЕВРОДОСТАВКА,0,,88312752595,, ,,,603074  Нижний Новгород  улица Шаляпина  дом 2-а,,
УНИВЕРСАЛ-СПЕЦТЕХНИКА,0,,88007008833,, ,,,603141  Нижний Новгород  улица Кащенко  дом 4-з,,
ВЕРТИКАЛЬ,0,,88312561717,, ,,,603016  Нижний Новгород  улица Монастырка  дом 21-б,,
ПОВОЛЖЬЕ-КОМПОЗИТ,0,https://wa.me/79308189802,,79308189802, ,,,603074  Нижний Новгород  Сормовское шоссе  дом 3,,
САДЫ ПРИДОНЬЯ,0,,88314639744,,www.pridonie.ru,,,603141  Нижний Новгород  улица Геологов  дом 3-а,,
PEPSICO HOLDINGS,0,,88312696522,, ,,,603064  Нижний Новгород  Восточный проезд  дом 11,,
ПЛАНЕТА НОНИ,0,,88312910928,, ,,,603022  Нижний Новгород  Красносельская улица  дом 11-б  3-й эт.,,
ВИММ-БИЛЛЬ-ДАНН,0,,88002007477,, ,,,603028  Нижний Новгород  улица Ларина  дом 19,,
МАСТЕР НН,0,,88312213781,, ,,,603108  Нижний Новгород  Электровозная улица  дом 7-б,,
МУЛТОН,0,,88002007720,, ,,,603064  Нижний Новгород  улица Окская Гавань  дом 3,,
САЮС-САХАР,0,,88312780175,,,,,603109  Нижний Новгород  набережная Федоровского  дом 7,,
"СОЛЯНОЙ КОНЦЕРН  ООО ""ГЛАДИАТОР""",0,,88312205050,, ,,,603029  Нижний Новгород  Памирская улица  дом 11,,
ИП ЕРОХИНА Н.П.,0,,88312795948,, ,,,603108  Нижний Новгород  Кузбасская улица  дом 1-г,,
ГАБЕЛЬ  оптовая компания,0,https://wa.me/79807169020,,79807169020,tehsalt.ru,,,603108  Нижний Новгород  Электровозная улица  дом 7,,
НИЖЕГОРОДСКАЯ СОЛЯНАЯ КОМПАНИЯ,0,,88312723678,, ,,,603000  Нижний Новгород  шоссе Жиркомбината  дом 22,,
ИП КОТ А.Ю.,0,,88312246636,, ,,,603108  Нижний Новгород  Кузбасская улица  дом 17-в  3-й эт.,,
РЕГИОНСАХАР,0,https://wa.me/79527781441,,79527781441, ,,,603108  Нижний Новгород  Кузбасская улица  дом 17-а,,
СИГМА ОВЕРСИЗ,0,,88312578040,, ,,,603028  Нижний Новгород  Комсомольское шоссе  дом 3  корпус 15,,
ОПТОВО-РОЗНИЧНАЯ КОМПАНИЯ,0,https://wa.me/79527685367,,79527685367, ,,,603057  Нижний Новгород  улица Бекетова  дом 3-а  корпус 9,,
КРИСТАЛЛ  торговый дом,0,,88312723819,,,,,603074  Нижний Новгород  Московское шоссе  дом 105,,
ЛИГАПРОД  оптовая компания,0,,88312453274,,,,,603028  Нижний Новгород  Комсомольское шоссе  дом 3  корпус 55,,
ТЕРМИНАЛ-20  торговая компания,0,,88312409074,,www.bakaleyaopt.ru,,,603028  Нижний Новгород  Шлиссельбургская улица  дом 1-а,,
САХАРОПТ,0,,88314154112,,www.sugaropt.ru,,,603028  Нижний Новгород  Московское шоссе  дом 52  корпус 3,,
Спецпарк24,0,https://wa.me/79616301706,,79616301706,новгород.спецпарк24.рф,,,603004  Нижний Новгород  проспект Кирова  дом 5,,
GSA RENTAL,0,https://wa.me/79527805885,,79527805885, ,,,603034  Нижний Новгород  Удмуртская улица  дом 1,,
НИТЭК,0,,88005511651,, ,https://vk.com/niteknn,,603003  Нижний Новгород  улица Коминтерна  дом 51,,
АГРОСАЛОН,0,,88312136650,,agrosaloon.ru,,,603092  Нижний Новгород  Московское шоссе  дом 352-а  корпус 4,,
ИРИС-НН  торгово-производственная компания,0,,88312162168,, ,,,603092  Нижний Новгород  Московское шоссе  дом 320-б,,
АРСЕНАЛ СПЕЦТЕХНИКИ-НН,0,https://wa.me/79202531881,,79202531881, ,,,603073  Нижний Новгород  Боевая улица  дом 17,,
РУСТРАК  автомобильный завод,0,,88312250055,,rtrf.ru,,,603037  Нижний Новгород  Торфяная улица  дом 35  корпус 1,,
СПЕЦТЕХНИКА-СТРОЙ СЕРВИС  строительная компания,0,https://wa.me/79524709868,,79524709868,,,,603138  Нижний Новгород  улица Строкина  дом 5-а,,
ЮНИС  транспортная компания,0,,88312001486,,,,,603014  Нижний Новгород  улица Коминтерна  дом 45  корпус 1,,
КРУПНОГРУЗ  транспортная компания,0,https://wa.me/79103990788,,79103990788,xn--80aaaacicpfaxh5a4agunof9a7w.xn--p1ai,,,603010  Нижний Новгород  Зелёная улица  дом 34,,
МАШКОМДОРСЕРВИС  торгово-производственная компания,0,,88007750559,,dks-tehnika.ru,,,603000  Нижний Новгород  Холодный переулок  дом 10,,
ШАМССПЕЦТЕХ,0,https://wa.me/79601644444,,79601644444,,,,603141  Нижний Новгород  улица Геологов  дом 7,,
ГРУЗАВТО,0,,88312653118,, ,,,603018  Нижний Новгород  Зеленхозовская улица  дом 12,,
ТЕХНИКА И СТРОЙКА  компания по аренде спецтехники,0,,88312135055,, ,,,603093  Нижний Новгород  Деловая улица  дом 1,,
АВТОВИРА  компания по аренде автокранов,0,,88314107510,, ,,,603034  Нижний Новгород  Удмуртская улица  дом 41  к2,,
КАМАЗ-ЛИЗИНГ  представительство в г. Нижний Новгород,0,,88552452732,, ,http://vk.com/publickamazleasing,,603124  Нижний Новгород  Московское шоссе  дом 477  корпус 1,,
АДВАНТА-М,0,,88312310312,,advanta-nn.ru,,,603108  Нижний Новгород  Кузбасская улица  дом 17-а,,
АГРОМИР  торговая фирма,0,,88314136717,, ,,,603006  Нижний Новгород  Варварская улица  дом 27/8  55 офис  5 этаж,,
ДАЛЬНЕКОНСТАНТИНОВСКСЕЛЬХОЗХИМИЯ,0,,88316851240,, ,,,Нижегородская область  Дальнеконстантиновский район  поселок Дальнее Константиново  Молодёжная улица  дом 6,,
Биобауэр,0,,88312161797,, ,,,Нижний Новгород  Суздальская улица  дом 62,,
Магазин для садоводов,0,https://wa.me/79023035426,,79023035426,,,,603018  Нижний Новгород  улица Патриотов  дом 49,,
АВТОНОМНЫЕ ЭНЕРГО СИСТЕМЫ  компания,0,,88312835752,,aesyst.ru,,,603105  Нижний Новгород  Агрономическая улица  дом 134  офис 204-2  2 этаж,,
ИРЛЕН,0,,88312835752,, ,,,603074  Нижний Новгород  Сормовское шоссе  дом 1-б,,
РуСтан,0,,88005006348,, ,,,603028  Нижний Новгород  Московское шоссе  дом 52,,
РОСМАРК-СТАЛЬ,0,,88007002764,, ,https://vk.com/rosmarksteel,,603004  Нижний Новгород  проспект Кирова  дом 1  корпус 1,,
СТАНКИ ТАЙФУН,0,,88002226838,,stanki-taifun.ru,,,603152  Нижний Новгород  улица Кащенко  дом 6  офис 402,,
ОТК,0,,88007550707,,otk.tm,https://vk.com/rosmarksteel,,603152  Нижний Новгород  улица Кащенко  дом 6  офис 402,,
Завод фрезерных станков,0,,88312205742,, ,,,603032  Нижний Новгород  улица Баумана  дом 76,,
КРОНА,0,,88312253927,, ,https://vk.com/rosmarksteel,,603037  Нижний Новгород  Торфяная улица  дом 34  корпус 1,,
ИНСТРУМЕНТ ПЛЮС,0,,88312135848,, ,,,603096  Нижний Новгород  улица Мокроусова  дом 14,,
СТАНКИ,0,,88314147314,, ,,,603127  Нижний Новгород  улица Коновалова  дом 6,,
KRAFT UNION,0,,88312123871,, ,,,"603006  Нижний Новгород  улица Максима Горького  дом 117  БЦ ""Столица Нижний""",,
МС-ГРУП,0,,88312123871,,,https://vk.com/rosmarksteel,,,,
ACL RUSLAND,0,,88312330199,, ,,,"603006  Нижний Новгород  улица Максима Горького  дом 117  БЦ ""Столица Нижний""  офис 317",,
РЕМСТАНКОСЕРВИС,0,,88312518651,,,https://vk.com/rosmarksteel,,603000  Нижний Новгород  улица Адмирала Макарова  дом 6  корпус 3  офис 7,,
PRESSMAX,0,,88312889405,,pressmax.ru,,,603028  Нижний Новгород  Московское шоссе  дом 52,,
ПИРС,0,,88312889405,,,,,,,
ПРОМЭЛЕКТРОНСЕРВИС,0,,88312205041,,www.stanki-service.ru,,,603029  Нижний Новгород  Памирская улица  дом 11-е,,
ВОЛГАСПЕЦСТАЛЬ НН  ООО,0,,88312748843,, ,,,603092  Нижний Новгород  Московское шоссе  дом 300,,
ПРОМ СЕРВИС,0,,88312720755,, ,,,603035  Нижний Новгород  улица Чаадаева  дом 1-ж,,
СТАНКО-НН,0,,88312758345,, ,,,603152  Нижний Новгород  улица Ларина  дом 22,,
"Сервисный центр  ООО ""ГРУППА ГАЗ""",0,,88312908494,, ,,,603004  Нижний Новгород  проспект Ленина  дом 88,,
СТЕКЛОИНВЕСТ  ООО,0,,88314115328,, ,,,603016  Нижний Новгород  улица Монастырка  дом 15,,
ЗАРЕЧЬЕ  мастерская стекла,0,,88314137782,, ,,,603158  Нижний Новгород  улица Зайцева  дом 31  офис 718,,
СТК-НН,0,,88314351324,,office52.ru,,,603009  Нижний Новгород  проспект Гагарина  дом 168  офис 207,,
ЭФФЕКТ ИК,0,,88313275476,,,,,606038  Нижегородская область  Дзержинский район  поселок Восточный,,
СТЕКЛО-ЛЮКС,0,,88313275476,,,,,,,
ЕВРОТЕК  магазин строительной техники и инструмента,0,,88313275476,,,,,,,
ТЕХНОТУЛ  оптово-розничная компания,0,https://wa.me/79101341504,,79101341504, ,,,603105  Нижний Новгород  улица Генкиной  дом 39-а  5 офис  цокольный этаж  ОЦ Берлога,,
АРЕНДАСТРОЙ  сервисная компания,0,https://wa.me/79040557931,,79040557931, ,,,603074  Нижний Новгород  улица Маршала Воронова  дом 11-а,,
ТЕЛЬФЕРСНАБ  торговая компания,0,,88312215272,, ,,,603108  Нижний Новгород  Электровозная улица  дом 7  корпус 1,,
ГРУЗПРОФИ  производственно-торговая компания,0,https://wa.me/79202585071,,79202585071, ,,,603124  Нижний Новгород  Вязниковская улица  дом 3-а,,
ВЕКТОР  производственно-конструкторская фирма,0,,88314101305,,pkf-vector.ru,,,603024  Нижний Новгород  улица Невзоровых  дом 47,,
ПРОФТЕХ-НН,0,,88314245124,,profteh-nn.ru,,,603069  Нижний Новгород  Ореховская улица  дом 80  корпус 3,,
ОПК-НН  компания по производству смесителей,0,,88312343969,,ribbon-mixer.com,,,603004  Нижний Новгород  проспект Ленина  дом 108,,
СИРИУС,0,,88314149100,, ,,,603034  Нижний Новгород  Кисловодская улица  дом 1/6,,
КОРФА  ТСК,0,https://wa.me/79308062335,,79308062335,www.korfa52.ru,,,603029  Нижний Новгород  Памирская улица  дом 11-ф  офис 2,,
ДИОНИД,0,,88312310451,, ,,,603005  Нижний Новгород  улица Семашко  дом 5  помещение П9,,
АЛЬПРОМ,0,,88312389506,,nizhniy-novgorod.allpromsnab.ru,,,603108  Нижний Новгород  улица Федосеенко  дом 11-а,,
КОНДОР,0,,88312516105,, ,,,603034  Нижний Новгород  Порт-Артурская улица  дом 1,,
НЗИТО  Нижегородский завод испытательного и технологического оборудования,0,,88312411274,, ,,,603028  Нижний Новгород  Спортсменский переулок  дом 12-а,,
ТОИР-СТРОЙ  компания,0,,88312251200,, ,,,603037  Нижний Новгород  Торфяная улица  дом 35,,
ЭП-ЦЕНТР,0,,88312748797,, ,,,603108  Нижний Новгород  Электровозная улица  дом 7,,
РИТМ-НН,0,,88312958707,, ,,,603004  Нижний Новгород  улица Юлиуса Фучика  дом 6-а  3-й эт.,,
ПАВЛОВОЭНЕРГО,0,,88312963770,,,,,603109  Нижний Новгород  Ильинская улица  дом 45-а,,
НИЖЕГОРОДСКАЯ ЭЛЕКТРОСЕРВИСНАЯ КОМПАНИЯ,0,,88005553178,,xn--j1afaq3d.xn--p1ai,,,603107  Нижний Новгород  проспект Гагарина  дом 176  а,,
ЭНЕРГОНЕФТЬ,0,https://wa.me/79036589101,,79036589101,,,,603074  Нижний Новгород  Сормовское шоссе  дом 1-д,,
ВОЛГОГАЗ  ОАО,0,,88314364229,, ,,,603024  Нижний Новгород  улица Максима Горького  дом 193,,
МИКА,0,,88312481866,,gaznn.com,,,603003  Нижний Новгород  улица Свободы  дом 63  корпус 1  офис 302,,
НИЖЕГОРОДСВЯЗЬСТРОЙ,0,,88314199100,,,,,603115  Нижний Новгород  улица Ломоносова  дом 9,,
ЭНЕРГОСНАБСТРОЙ,0,,88314289811,, ,,,603105  Нижний Новгород  улица Бориса Панина  дом 3-а  4-й эт.,,
ПРОМЭНЕРГОГАЗ-2,0,,88312460092,, ,,,603086  Нижний Новгород  бульвар Мира  дом 8-б,,
ВОЛГОЭЛЕКТРОСЕТЬСТРОЙ,0,,88312255349,, ,,,603037  Нижний Новгород  улица Федосеенко  дом 56,,
ЭНЕРГОСЕРВИСПРОМАВТОМАТИКА,0,,88314210930,, ,,,603024  Нижний Новгород  улица Дунаева  дом 10,,
ГАЗОРАСПРЕДЕЛЕНИЕ НИЖНИЙ НОВГОРОД  торгово-монтажная компания,0,,88312771116,, ,,,603116  Нижний Новгород  Гордеевская улица  дом 59-а  корпус 3  221 офис  1.5 этаж,,
ТЕПЛОСТРОЙ  строительно-монтажная компания,0,,88312966914,, ,,,603159  Нижний Новгород  Волжская набережная  дом 20,,
МИР ПОЛИМЕРОВ  торгово-монтажная компания,0,,88312171723,, ,,,603093  Нижний Новгород  улица Родионова  дом 20  34 офис  3 этаж,,
TERRICOM  строительно-монтажная компания,0,https://wa.me/79056665701,,79056665701,www.gaz-vdom.ru,,,603000  Нижний Новгород  Большая Покровская улица  дом 43  23 офис  3 этаж  вход с торца,,
НИЖЕГОРОДАГРОМОНТАЖСПЕЦСТРОЙ  строительно-монтажная компания,0,,88314304341,,,,,603001  Нижний Новгород  Кожевенная улица  дом 4  1 офис  3 этаж,,
НИЖПОЛИМЕР  торгово-производственная компания,0,,88312725533,, ,,,603022  Нижний Новгород  улица Пушкина  дом 18  411 офис  4 этаж,,
ВИКК НН  строительно-монтажная компания,0,https://wa.me/79023066646,,79023066646, ,,,603035  Нижний Новгород  улица Чаадаева  дом 3-Б  208  210 офис  2 этаж,,
БЕРЕГОВОЕ КОМПЛЕКСНОЕ ОБСЛУЖИВАНИЕ ФЛОТА,0,,88314351306,,www.bkof.ru,,,603001  Нижний Новгород  Рождественская улица  дом 16-д,,
МИКРОН-МАРИН  компания,0,,88312330123,, ,,,603141  Нижний Новгород  улица Геологов  дом 1  корпус 2,,
КЭП,0,,88314159581,, ,,,603132  Нижний Новгород  проспект Ленина  дом 28/6  3-й эт.,,
БИЛЛОРА ГРУПП,0,,88312296214,, ,,,603040  Нижний Новгород  улица Свободы  дом 57  3-й эт.,,
МРС ЭЛЕКТРОНИКС  научно-производственная фирма,0,,88312759380,, ,,,603014  Нижний Новгород  Сормовское шоссе  дом 24-н,,
Нижегородский завод элементов трубопровода,0,,88312759380,,,,,,,
НИЖЕГОРОДСКОЕ ПРЕДПРИЯТИЕ СУДОВОГО ОБОРУДОВАНИЯ,0,https://wa.me/79101481927,,79101481927,,,,603157  Нижний Новгород  улица Красных Зорь  дом 18-а,,
СУДОСВЕТ  производственная компания,0,,88314103418,,ship-light.ru,,,603159  Нижний Новгород  Волжская набережная  дом 8  корпус 1  6 помещение,,
Алгол  завод,0,,88314135752,, ,,,Нижний Новгород  улица Чаадаева  дом 5,,
Нижегородское предприятие судового оборудования,0,,88312745995,,,,,Нижний Новгород  улица Чаадаева  дом 3-б,,
СУДОВОЕ ОБОРУДОВАНИЕ,0,,88312821912,,,,,603028  Нижний Новгород  Спортсменский переулок  дом 12,,
ФЛОТ  компания,0,https://wa.me/79101409015,,79101409015,,,,603037  Нижний Новгород  Торфяная улица  дом 34,,
СиэНСи Китс,0,https://wa.me/79101261911,,79101261911,cnckits.ru,,,Нижний Новгород  Заводской парк  дом 29,,
СУДОСТРОЕНИЕ СУДОРЕМОНТ,0,https://wa.me/79300560172,,79300560172, ,,,603000  Нижний Новгород  Спортсменский переулок  дом 12,,
АТТК-ИНВЕСТ,0,,88312814495,,www.attk-invest.com,,,"603003  Нижний Новгород  улица Свободы  дом 15  БЦ ""Союзный""",,
КРАСНОЕ СОРМОВО  завод,0,,88312296127,, ,,,603003  Нижний Новгород  улица Баррикад  дом 1,,
СУДОРЕМОНТ,0,,88314659115,, ,,,603057  Нижний Новгород  улица Бекетова  дом 3-б,,
МИНИБОТ-ТЕХФЛОТ  проектная компания,0,,88312732257,, ,,,603003  Нижний Новгород  улица Свободы  дом 63  офис 405,,
Центральное конструкторское бюро по судам на подводных крыльях им. Р.Е.Алексеева,0,,88312731037,, ,,,603003  Нижний Новгород  улица Свободы  дом 51,,
АЭРОХОД,0,,88312738689,, ,,,603003  Нижний Новгород  улица Щербакова  дом 37-е,,
БОРРЕМФЛОТ,0,,88315945100,, ,,,606480  Нижегородская область  Борский район  поселок Октябрьский  улица Карла Маркса  дом 1,,
СОКОЛЬСКАЯ СУДОВЕРФЬ,0,,88313721292,,sokolska.nnv.ru,,,606670  Нижегородская область  Сокольский район  поселок Сокольское  Приовражная улица  дом 5,,
ЛАЗУРИТ,0,,88312731001,, ,,,603003  Нижний Новгород  улица Свободы  дом 57,,
СИ ТЕХ  конструкторское бюро,0,,88312731919,, ,,,603003  Нижний Новгород  улица Свободы  дом 63,,
РУБИН,0,,88312728583,, ,,,603035  Нижний Новгород  улица Чаадаева  дом 5  3-й эт.,,
ПАМЯТЬ ПАРИЖСКОЙ КОММУНЫ  судоремонтный завод,0,,88315934325,, ,,,606440  Нижегородская область  Борский район  поселок Память Парижской Коммуны  улица Ленина  дом 1,,
КОНТИНЕНТ,0,,88312731949,, ,,,603003  Нижний Новгород  улица Свободы  дом 57,,
ЭКОНОМ,0,,88003338799доб.350,,eckonom.ru,,,Нижний Новгород,,
СИГАЗ  компания,0,,88312205937,, ,,,603107  Нижний Новгород  проспект Гагарина  дом 178,,
ВОДОМЕР-НН,0,,88314144382,, ,,,603057  Нижний Новгород  проспект Гагарина  дом 27-а  офис 704,,
УНИВЕРСАЛ,0,,88314699002,, ,,,603950  Нижний Новгород  проспект Гагарина  дом 174,,
ИНТЭС,0,,88312956080,, ,,,603043  Нижний Новгород  улица Поющева  дом 17  офис 56,,
АЛЬЯНС ЭНЕРГО,0,,88314155120,, ,,,603053  Нижний Новгород  проспект Бусыгина  дом 1,,
ТЕПЛОТЕХНИКА,0,https://wa.me/79101383050,,79101383050, ,,,603000  Нижний Новгород  Малая Покровская улица  дом 24/6,,
СТАРГ,0,,88314115580,, ,,,603086  Нижний Новгород  улица Стрелка  дом 21  2-й эт.,,
КВАНТ,0,,88314115580,,,,,,,
ГОРЭНЕРГОУЧЁТ,0,,88312221291,, ,,,603003  Нижний Новгород  улица Васенко  дом 4,,
МЕТАКОМ-СЕРВИС,0,,88312180201,,,,,603070  Нижний Новгород  Мещерский бульвар  дом 7  корпус 3,,
СЧЁТЭНЕРГОМАШ,0,,88314159087,,www.999888.ru,,,603141  Нижний Новгород  улица Геологов  дом 1-АА,,
НИЖНОВТЕХСЕРВИС,0,,88312160516,, ,,,603034  Нижний Новгород  Комсомольское шоссе  дом 2-а  офис 37,,
САЯНЫ,0,,88314103192,, ,,,603034  Нижний Новгород  Кировская улица  дом 16,,
HELPER,0,,88314290579,,www.gc-helper.ru,,,603116  Нижний Новгород  Гордеевская улица  дом 59-а  корпус 7,,
ПАРТНЁР-ЭЛЕКТРО,0,,88314321000,, ,,,603000  Нижний Новгород  Яблоневая улица  дом 16,,
СМК-НОВАТОР,0,https://wa.me/79527833387,,79527833387, ,,,603047  Нижний Новгород  улица Люкина  дом 6,,
СИГАРЕТЫРУС,0,https://wa.me/79692068680,,79692068680,,,,603155  Нижний Новгород  Верхне-Волжская набережная  дом 12,,
СУВЕНИР СИТИ  магазин кальянов и аксессуаров,0,https://wa.me/79058669130,,79058669130, ,,,603034  Нижний Новгород  проспект Ленина  дом 33  123 бутик  1 этаж  ТРЦ Муравей,,
СУВЕНИР СИТИ  магазин кальянов и аксессуаров,0,https://wa.me/79092823195,,79092823195,suvenirsiti.com,,,603002  Нижний Новгород  улица Фильченкова  дом 10  1 этаж  правое крыло  ЦУМ,,
ПРЕСТИЖ  оптовая компания,0,,88312463929,,,,,603002  Нижний Новгород  Интернациональная улица  дом 96  3 этаж,,
KALYANINO  магазин кальянов,0,,88312911129,, ,,,603116  Нижний Новгород  Гордеевская улица  дом 2-а  1 этаж  Гордеевский универмаг,,
МАГАЗИН ЭЛЕКТРОННЫХ СИГАРЕТ И СПОРТИВНОГО ПИТАНИЯ,0,https://wa.me/79159442104,,79159442104,,,,603034  Нижний Новгород  проспект Ленина  дом 33  3 этаж  ТРЦ Муравей,,
СУВЕНИР СИТИ  магазин кальянов и аксессуаров,0,https://wa.me/79092911949,,79092911949,suvenirsiti.com,,,603006  Нижний Новгород  улица Белинского  дом 100,,
KOLYANOMANIA  салон кальянов,0,,88312301545,,www.kolyanomania.ru,,,603000  Нижний Новгород  Новая улица  дом 36  цокольный этаж,,
СУВЕНИР СИТИ  магазин кальянов и аксессуаров,0,https://wa.me/79092823190,,79092823190,suvenirsiti.com,,,603004  Нижний Новгород  проспект Октября  дом 2-а  1 этаж  Автозаводский универмаг,,
МАГАЗИН ТАБАЧНЫХ ИЗДЕЛИЙ,0,https://wa.me/79107917170,,79107917170,tabachok.in.nn.ru,,,603009  Нижний Новгород  Пятигорская улица  дом 21-а  2 этаж  супермаркет Spar,,
ИП СПИРИН А.В.,0,,88314326400,, ,,,603024  Нижний Новгород  Бойновский переулок  дом 17,,
БЕРЕСТА ЭКОДОМ,0,https://wa.me/79063663333,,79063663333, ,,,603053  Нижний Новгород  Борская улица  дом 17-д,,
УЮТ-НН,0,,88314345067,,www.yut-nn.ru,,,603022  Нижний Новгород  проспект Гагарина  дом 5  цокольный этаж,,
ЭЛСИ,0,,88312580005,, ,,,603058  Нижний Новгород  улица Шекспира  дом 12,,
БОНАЛИТА,0,,88312577974,,www.bonlaif.ru,,,603074  Нижний Новгород  Сормовское шоссе  дом 1-б,,
РЕГИОН ТЕКСТИЛЬ,0,,88312749913,, ,,,603108  Нижний Новгород  Кузбасская улица  дом 1-а  корпус 2,,
БЕЛАЯ РУСЬ,0,,88314124464,, ,,,603146  Нижний Новгород  улица Бекетова  дом 39  помещение 2,,
Борская фабрика первичной обработки шерсти,0,,88315968099,, ,,,606460  Нижегородская область  Борский район  поселок Неклюдово  Клубная улица  дом 1,,
СПЕЦСКЛАД-НН,0,,88315968099,,,,,,,
БЕЛЬПОСТЕЛЬ,0,,88315968099,,,,,,,
ТЕКСТИЛЬНЫЙ ДОМ,0,,88312759287,, ,,,603014  Нижний Новгород  Сормовское шоссе  дом 24  корпус 5,,
ИП ШАКИРОВА Р.Х.,0,,88312791675,, ,,,603108  Нижний Новгород  Высоковольтная улица  дом 16,,
ШУЙСКИЕ СИТЦЫ  представительство в Нижнем Новгороде,0,,88312481277,, ,,,"603014  Нижний Новгород  улица 50 лет Победы  дом 18  БЦ ""Победа""",,
ТУРБАНСКАЯ ЛЬНОПРЯДИЛЬНАЯ ТКАЦКАЯ ФАБРИКА,0,,88316543137,,,,,606283  Нижегородская область  Спасский район  деревня Турбанка  Фабричная улица  дом 18,,
МИР СНОВ,0,https://wa.me/79030406772,,79030406772,,,,"603005  Нижний Новгород  Алексеевская улица  дом 8-а/1  ТЦ ""Алексеевский пассаж""  1-й эт.",,
ДАРАТЕКС,0,,88312912204,,daratex.org,,,603000  Нижний Новгород  улица Костина  дом 3  офис 219,,
АТРИУМ  салон,0,,88312795614,,www.shtory-nn.ru,,,603092  Нижний Новгород  Московское шоссе  дом 126,,
АТРИУМ-СТРОЙ  производственно-торговая компания,0,,88312808286,,atrium-stroy.ru,,,603108  Нижний Новгород  Кузбасская улица  дом 1-д  оф.39,,
НИЖЕГОРОДЕЦ ПЛАСТИК,0,,88312961943,, ,,,603057  Нижний Новгород  проспект Гагарина  дом 23-а  корпус 6,,
УРОЖАЙ  производственно-коммерческая фирма,0,,88312761901,, ,http://vk.com/u_td_t,,603028  Нижний Новгород  Базовый проезд  дом 1-б,,
ПОЛИКАРБОНАТ-НН,0,https://wa.me/79290420301,,79290420301,www.polikarbonatnn.ru,,,603018  Нижний Новгород  улица Минеева  дом 29-а  павильон 47,,
ДОМ ТЕПЛИЦ  торгово-производственная компания,0,https://wa.me/79200113737,,79200113737, ,,,603044  Нижний Новгород  проспект Героев  дом 37-б  корпус 1,,
ОГОРОД-НН,0,,88314236640,, ,,,603016  Нижний Новгород  улица Юлиуса Фучика  дом 8  офис 12-а  3 этаж,,
ИП ИВАНОВ С.К.,0,,88314241052,,teplica52.ru,,,"603116  Нижний Новгород  Гордеевская улица  дом 2-а  универмаг ""Гордеевский""",,
ЗАВОД ГОТОВЫХ ТЕПЛИЦ,0,,88314241052,,,,,,,
Сталь-Профи,0,,88317426927,,сталь-профи.рф,,,Нижний Новгород  поселок Сосновское  улица 1 Мая  дом 27/2,,
Теплицы52,0,https://wa.me/79871105342,,79871105342,теплицы52.рф,,,Нижний Новгород  улица Кащенко  дом 4-а,,
Reliance-Plus,0,https://wa.me/79307027399,,79307027399,,,,Нижний Новгород  Комсомольская площадь  дом 6,,
Полипласт,0,,88312201454,,,,,Нижний Новгород  улица Кащенко  дом 4-а,,
Пласт НН,0,,88314139518,,plast-nn.ru,,,Нижний Новгород  Восточный проезд  дом 11,,
Парник-НН,0,,88314136175,,parnik-nn.ru,,,Нижний Новгород  улица Плотникова  дом 3,,
Поликарбонат НН,0,https://wa.me/79200601030,,79200601030,,,,Нижний Новгород  улица КИМа  дом 333,,
Импотэк,0,,88312199346,,nizhny-novgorod.impocorp.ru,,,Нижний Новгород  улица Маршала Казакова  дом 3,,
УникумПласт,0,,88312809610,,unikumplast-nn.ru,,,Нижний Новгород  Базовый проезд  дом 1-б,,
Импотэк,0,,88312199346,,nizhny-novgorod.impocorp.ru,,,Нижний Новгород  улица Маршала Казакова  дом 3,,
ТЕПЛОПРОЕКТ,0,https://wa.me/79040566011,,79040566011,,,,603152  Нижний Новгород  улица Кащенко  дом 2,,
Тепловые Системы,0,https://wa.me/79091136853,,79091136853,nn.souzkran.ru,http://vk.com/souzkran,,603034  Нижний Новгород  Удмуртская улица  дом 38,,
ТЕПЛОПРОФИ РУС,0,,88312613008,,teploprofi.com,,,603034  Нижний Новгород  Удмуртская улица  дом 38,,
КОМПЛЕКСНОЕ СНАБЖЕНИЕ,0,,88043337104,,sn22.ru,,,603124  Нижний Новгород  улица Вторчермета  дом 1  строение К2,,
АКВАТОРИЯ ТЕПЛА,0,,88312422238,, ,,,603034  Нижний Новгород  Удмуртская улица  дом 38,,
ВЕНТ-ПРОФИ,0,,88312532467,, ,,,603053  Нижний Новгород  Лесная улица  дом 10,,
ВЕНТЭКО,0,,88312123500,, ,,,603028  Нижний Новгород  Аэродромная улица  дом 1,,
АЭРОТЕХ,0,,88314235311,, ,,,603124  Нижний Новгород  Базовый проезд  дом 12  офис 7,,
