Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,https://wa.me/79657437845,,79657437845,,,,160032  Вологда  Воркутинская улица  дом 7,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,https://wa.me/79095980590,,79095980590,,,,160011  Вологда  Козленская улица  дом 63,,
"РЕГИОН-ПРОДУКТ, оптовая компания",0,,88172558177,, ,,,160021  Вологда  улица Клубова  дом 87,,
"САМОЕ СВЕЖЕЕ, торговая сеть",0,,88172558177,,,,,160029  Вологда  Северная улица  дом 6,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,https://wa.me/79657437813,,79657437813,,,,160017  Вологда  Тепличный микрорайон  дом 4,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,,88172272734,,,,,160024  Вологда  Дальняя улица  дом 22,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,https://wa.me/79062983808,,79062983808,,,,160022  Вологда  Ярославская улица  дом 23,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,https://wa.me/79657437857,,79657437857,,,,160004  Вологда  Гончарная улица  дом 2,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,https://wa.me/79657437549,,79657437549,,,,160000  Вологда  улица Гоголя  дом 72,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,https://wa.me/79657437831,,79657437831,,,,160013  Вологда  улица Маршала Конева  дом 16-а  вход со двора,,
"ДОМАШНЯЯ КУРОЧКА, сеть магазинов, ООО ""Торговый дом Бройлер""",0,,88172543761,,,,,160019  Вологда  улица Чернышевского  дом 84,,
"САМОЕ СВЕЖЕЕ, торговая сеть",0,,88172543761,,,,,160000  Вологда  улица Батюшкова  дом 3-а,,
"ЛЫСОНЬ РУС, компания",0,,88002220665,, ,http://vk.com/lysonrus,,160021  Вологда  Ананьинский переулок  дом 49-а,,
ПЧЕЛА,0,,88172719507,, ,,,160000  Вологда  Пошехонское шоссе  дом 48-А,,
ПЧЕЛА ООО,0,,88172546452,,,,,160000  Вологда  улица Некрасова  дом 45,,
"ТЕНТОРИУМ, пчеловодческая компания",0,,88002001957,, ,,,160012  Вологда  улица Герцена  дом 121,,
"ТЕНТОРИУМ, пчеловодческая компания",0,,88002001957,, ,,,160000  Вологда  Советский проспект  дом 6  231 офис  2 этаж,,
"ОЛЕГИН МЕД, ИП Олегин Д.А.",0,https://wa.me/79211411020,,79211411020, ,,,160009  Вологда  улица Челюскинцев  дом 32  4 этаж,,
Тенториум,0,,88172534099,,,,,Вологда  улица Южакова  дом 3,,
Тенториум,0,https://wa.me/79218261905,,79218261905,,,,Вологда  Новгородская улица  дом 2-а,,
"ТОРГОВАЯ КОМПАНИЯ, ИП Яковлев Е.А.",0,https://wa.me/79115022457,,79115022457,,,,160001  Вологда  улица Челюскинцев  дом 9,,
"ЧИП И ДИП, магазин приборов и электронных компонентов",0,,88172347777,,chipdip.ru,,,160017  Вологда  Ленинградская улица  дом 81,,
"РАДИОВНИМАНИЕ, магазин радиоэлектроники",0,https://wa.me/79114444040,,79114444040,radiovnimanie35.ru,,,160034  Вологда  Ленинградская улица  дом 115,,
Ломбард цифровой техники,0,https://wa.me/79062982288,,79062982288,vk.com/buyvologda,http://vk.com/buyvologda,,Вологда  Ленинградская улица  дом 48,,
"Elhaus, интернет-магазин",0,https://wa.me/79212376510,,79212376510,elhaus.ru,http://vk.com/buyvologda,,Вологда  Ленинградская улица  дом 81,,
Техносила,0,,88007752100,,tehnosila.ru,,,Вологда  улица Герцена  дом 124,,
Комиссионный магазин,0,,88172299650,,,http://vk.com/buyvologda,,Вологда  улица Герцена  дом 98,,
Триколор ТВ,0,,88172705004,,tricolor-tv-obmen.ru,http://vk.com/buyvologda,,Вологда  Движенческий переулок  дом 3,,
"Триколор ТВ, фирменный магазин",0,https://wa.me/79212385820,,79212385820,,http://vk.com/buyvologda,,Вологда  улица Герцена  дом 54,,
"МЕГАСЕРВИС, торгово-производственная компания",0,,88172279835,, ,,,160000  Вологда  улица Саммера  дом 70,,
"РЕМЭЛЕКТРОСЕРВИС, сервисная компания",0,,88172570955,, ,,,160021  Вологда  Ананьинский переулок  дом 61,,
"ЭЛЕКТРОРЕММАШ, торгово-сервисная компания",0,,88172767953,, ,,,160029  Вологда  Машиностроительная улица  дом 26,,
"РЕДУКТОР, торгово-производственная компания",0,,88172218505,, ,http://vk.com/club28716142,,160010  Вологда  Залинейная улица  дом 22  корпус 3,,
"АНТЕЙ, центр инженерных решений",0,,88172587708,, ,http://vk.com/domdrev,,160002  Вологда  улица Гагарина  дом 62-а  3 этаж,,
Редукторные механизмы,0,,88172700021,, ,,,Вологда  улица Мальцева  дом 52,,
Редукторные механизмы,0,https://wa.me/79203028090,,79203028090,,,,Вологда  проспект Победы  дом 5,,
"ПРОМ ЛЕНТА, компания, ООО ""ПКП СОЮЗ-ПРО""",0,,88172505299,, ,,,160000  Вологда  Костромская улица  дом 5,,
Ханнекард Норд-Вест,0,,88202596640,,www.hannecard.ru,,,Вологодская область   , г. Череповец  ул. Стройиндустрии  д.4  оф.307, x=37.866873 y=59.123360
АВТОПРОМСЕРВИС,0,,88172540003,, ,,,160019  Вологда  улица Чернышевского  дом 147-А,,
ТОРГПРОМ-СЕРВИС,0,,88172548740,,,,,160014  Вологда  улица Самойло  дом 7,,
ДЕТАЛЬ,0,,88172570809,, ,,,160000  Вологда  Окружное шоссе  дом 1,,
ВОЛОГДАПРОМИНВЕСТТОРГ,0,,88172510070,,,,,160034  Вологда  Возрождения улица  дом 72,,
"ВОЛОГДАРЕГИОНСНАБ, ТФ",0,,88172705432,,,,,160034  Вологда  Возрождения улица  дом 72  офис 8,,
"РТИ ДЕТАЛЬ, торговая компания",0,,88172570908,,,,,160028  Вологда  Окружное шоссе  дом 1,,
"ГЕРМЕС, торговая компания",0,,88172500185,, ,,,160001  Вологда  улица Челюскинцев  дом 9,,
"ТЕХКОМПЛЕКТ, оптовая компания",0,,88172523704,, ,,,160028  Вологда  Окружное шоссе  дом 1  33 офис,,
"ЕВРОСНАБ, торговая фирма",0,,88172530833,, ,,,160002  Вологда  Ленинградская улица  дом 156  1 этаж,,
"СПЕЦКОМПЛЕКТСЕРВИС, торговая компания",0,,88007006588,,sks-omsk.ru,,,160000  Вологда  улица Ильюшина  дом 9-б  1 этаж,,
"СЗТС, СевЗапТехСнаб",0,https://wa.me/79212339816,,79212339816,,,,160000  Вологда  Окружное шоссе  дом 2-а,,
"СЕВЗАПРЫБВОД, ПГБУ",0,,88172728534,, ,,,160000  Вологда  Предтеченская улица  дом 3,,
КУБЕНСКИЙ РЫБЗАВОД,0,,88172714040,, ,,,160000  Вологда  Пошехонское шоссе  дом 48,,
"ЧАЩИН, ИП",0,,88172558060,, ,,,160000  Вологда  Александра Клубова улица  дом 87,,
ДИАНА,0,,88174251505,, ,,,162510  Вологодская область  Кадуй  Промышленная улица  дом 4,,
КУБЕНСКИЙ РЫБОЗАВОД,0,,88172772255,, ,,,161033  Вологодская область  Вологодский район  село Кубенское  Озерной проспект  дом 1,,
"ФИЛЬ В.Н., оптовый склад",0,,88172582442,, ,,,160021  Вологда  улица Клубова  дом 87,,
"АРТ-РЫБА, ПТФ",0,,88172564664,, ,,,160014  Вологда  Гиляровского улица  дом 54,,
"ГЛАВРЫБА, оптовый склад",0,,88172218428,,,,,160010  Вологда  Залинейная улица  дом 26,,
"МЕНЬШИКОВ С. И., ИП",0,,88172769857,, ,,,160004  Вологда  улица Мохова  дом 52-А,,
АКВАТОРИЯ,0,,88172528888,, ,,,160000  Вологда  Ленинградская улица  дом 130,,
"СИВКОВ М. Н., ИП",0,,88172512601,, ,,,160000  Вологда  Ленинградская улица  дом 150-А,,
КОМФОРТ ПЛЮС ООО,0,,88172718977,,,,,160000  Вологда  Пошехонское шоссе  дом 9-Г,,
"САНТЕХНИКА НА МОХОВА, ИП",0,,88172769857,, ,,,160004  Вологда  Мохова улица  дом 52-А,,
ВОДОЛЕЙ,0,,88172545972,, ,,,160000  Вологда  улица Горького  дом 87,,
КОМФОРТ-ПЛЮС,0,,88172718877,, ,,,160000  Вологда  Пошехонское шоссе  дом 9-Г,,
"СВИСТУНОВА Н. А., ИП",0,,88172741402,, ,,,160000  Вологда  Маршала Конева улица  дом 2-А,,
МИКОР,0,,88172711725,, ,,,160000  Вологда  Пошехонское шоссе  дом 21,,
САНТЕХНИКА,0,,88172546020,,,,,160000  Вологда  Горького улица  дом 91,,
МИКОР,0,,88172711725,,,,,160000  Вологда  Пошехонское шоссе  дом 21,,
АКВАПЛАСТ,0,,88172728002,, ,,,160000  Вологда  Благовещенская улица  дом 100-А,,
"ВОДОЗАПОРНАЯ АРМАТУРА ОАО ""БМЗ""",0,,88172716183,,,,,160022  Вологда  Пошехонское шоссе  дом 18,,
АКВАТОРИЯ,0,,88172759483,, ,,,160000  Вологда  Советский проспект  дом 158,,
СЕВЕРАЛЬЯНС,0,,88172510622,,,,,160002  Вологда  Лечебная улица  дом 32-А  офис 21,,
ИНТЕРЬЕР,0,,88172769130,, ,,,160000  Вологда  улица Мальцева  дом 27,,
ЭКВАТОР,0,,88172581358,,,,,160019  Вологда  улица Чернышевского  дом 147,,
"СТРАТОННИКОВ Е. С., ИП",0,,88172558134,, ,,,160000  Вологда  Александра Клубова улица  дом 87,,
ВЕНДИНГ АТЛАС ГРУПП,0,https://wa.me/79218570919,,79218570919,welding-ag.ru,,,160000  Вологда  улица Лермонтова  дом 19-а,,
"СВАРКОМ, производственно-коммерческая фирма",0,,88172706009,,сварком35.рф,,,160014  Вологда  улица Саммера  дом 64,,
ВСЁ ДЛЯ СВАРКИ,0,,88172530308,, ,,,160002  Вологда  Лечебная улица  дом 15-А,,
СВАРКОМ ООО,0,,88172566973,,,,,160000  Вологда  улица Маяковского  дом 45,,
ПРОМСТИЛЬ,0,,88172521063,,,,,160000  Вологда  Гончарная улица  дом 4-а,,
СОМ,0,,88172791717,, ,,,160004  Вологда  Товарная улица  дом 24,,
ВОЛОГОДСКИЙ РЕГИОНАЛЬНЫЙ АТТЕСТАЦИОННЫЙ ЦЕНТР,0,,88172564690,,,,,160000  Вологда  улица Саммера  дом 43,,
"ДУГА, ПТФ",0,,88172747377,,,,,160025  Вологда  Московское шоссе  дом 2,,
"СВАРКОМ, ПТФ",0,,88172216973,, ,,,160004  Вологда  улица Маяковского  дом 45,,
"ТМК, магазин инструментов",0,https://wa.me/79115011879,,79115011879,www.tmktools.ru,,,160032  Вологда  улица Маршала Конева  дом 24,,
"ЭКОПЛАСТ, производственное объединение",0,,88172784172,, ,,,160009  Вологда  улица Чехова  дом 37  38 офис,,
"ЭНЕРГОСЕРВИС, торговая компания",0,,88172540203,,www.ev35.ru,,,160000  Вологда  улица Фридриха Энгельса  дом 9,,
"МКО СЕРВИС, торгово-сервисная компания",0,,88172702317,, ,,,160000  Вологда  Северная улица  дом 16-а,,
"ЭКОПЛАСТ, производственное объединение",0,,88172702317,,,,,160012  Вологда  Промышленная улица  дом 10,,
"СНАБЖЕНЕЦ, торговый дом",0,,88172273701,,www.volsnab.ru,,,160014  Вологда  улица Саммера  дом 62,,
"ВИРОМ, торговая компания",0,,88172546748,, ,,,160014  Вологда  Комсомольская улица  дом 4,,
"АРТЕМ, промышленная группа",0,,88172700162,, ,,,160002  Вологда  улица Щетинина  дом 6,,
СВЕТМАСТЕР,0,,88172728999,, ,http://vk.com/club49914745,,160000  Вологда  Благовещенская улица  дом 100-А,,
"ИНВАСК-В, ПТФ",0,,88172541584,,,http://vk.com/msvetvologda,,160019  Вологда  Карла Маркса улица  дом 14  офис 207,,
"ВИВАТТ, торговая компания",0,,88172795004,, ,,,160000  Вологда  Зосимовская улица  дом 47  цокольный этаж,,
"ДИЭЛЬ, оптовая компания",0,,88172546106,, ,http://vk.com/msvetvologda,,160000  Вологда  улица Чернышевского  дом 7-а  цокольный этаж,,
"МИР СВЕТА, магазин светотехники и мебели",0,,88172562763,,,,,160012  Вологда  улица Герцена  дом 124,,
"АРТ-СТИЛЬ, студия интерьеров",0,,88172721015,, ,,,160009  Вологда  улица Чехова  дом 12,,
"DIODE SYSTEM, торгово-производственная светотехническая компания",0,,88007751885,,vologda.diode-system.com,http://vk.com/club49914745,,160000  Вологда  улица Ильюшина  дом 9-б,,
"М.СВЕТ, магазин светотехники",0,,88172500881,,vk.com/msvetvologda,http://vk.com/msvetvologda,,160024  Вологда  улица Карла Маркса  дом 105  1 этаж,,
"ПРИНЦИП, магазин светотехники и посуды",0,https://wa.me/79114480020,,79114480020,,,,160011  Вологда  Козленская улица  дом 59,,
"PROСВЕТ, торговая компания",0,,88172522595,,,,,160002  Вологда  Ленинградская улица  дом 132,,
"ПРЕСТИЖ, торгово-производственная компания",0,,88172505300,, ,,,160000  Вологда  Зосимовская улица  дом 36,,
"ЭЛЕКТРО.РУ, магазин светотехники",0,,88172523232,,www.electroru.ru,http://vk.com/club49914745,,160002  Вологда  улица Южакова  дом 2,,
"М.СВЕТ, магазин светотехники",0,https://wa.me/79643049715,,79643049715,,,,160017  Вологда  Ленинградская улица  дом 71  1 этаж,,
"ПРЕСТИЖ, салон-магазин",0,,88172513684,,,,,160034  Вологда  Новгородская улица  дом 2-а  2 этаж,,
El Mariachi,0,https://wa.me/79114441903,,79114441903,vk.com/club49914745,http://vk.com/club49914745,,Вологда  улица Мира  дом 42,,
"Светомир, компания",0,https://wa.me/79115011682,,79115011682,svetomir-vologda.ru,http://vk.com/club49914745,,Вологда  Зосимовская улица  дом 71,,
Sfera,0,,88172703363,,,,,Вологда  улица Маяковского  дом 21,,
"ВОЛОГОДСКИЙ СЕЛЕКЦИОННЫЙ ЦЕНТР, БУ",0,,88172532386,, ,,,160026  Вологда  улица Преображенского  дом 28-В,,
ХОХЛЕВО,0,,88172270243,,,,,161011  Вологодская область  Вологодский район  деревня Перьево,,
КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО МЫЗИНА А. В.,0,,88175934123,, ,,,162311  Вологодская область  Верховажский район  деревня Сметанино  Советская улица  дом 47,,
МЕЖДУРЕЧЬЕ,0,,88174932294,,,,,161054  Вологодская область  Междуреченский район  село Старое  Мосейко улица  дом 19,,
СПК им. Ленина,0,,88174473118,, ,,,160000  Вологда  Зосимовская улица  дом 14  2-й эт.,,
"ЛИПКИ, СПК",0,,88175935142,,,,,162314  Вологодская область  Верховажский район  деревня Леушинская,,
ВОСКРЕСЕНСКИЙ СПК,0,,88174546247,,,,,161346  Вологодская область  Бабушкинский район  деревня Васильево,,
МОНЗА,0,,88174935241,, ,,,161057  Вологодская область  Междуреченский район  деревня Игумцево,,
ВЕРХОВАЖСКИЙ СХПК,0,,88175942134,, ,,,162301  Вологодская область  Верховажский район  село Вахрушево  дом 25,,
ВОЛОГДАЗЕРНОПРОДУКТ,0,,88172750291,, ,,,160000  Вологда  улица Ветошкина  дом 21,,
ВОСХОД КОЛХОЗ СПК,0,,88174547334,, ,,,161348  Вологодская область  Бабушкинский район  деревня Аниково  дом 34,,
УГЛА,0,,88175156148,,,,,162583  Вологодская область  Шекснинский район  деревня Покровская  Сосновая улица  дом 6,,
ВОСХОД,0,,88174725124,, ,,,161393  Вологодская область  Нюксенский район  деревня Вострое  Заводская улица  дом 10,,
"ЛЕНИНСКИЙ ПУТЬ, СПК",0,,88174474121,, ,,,162162  Вологодская область  Вожегодский район  деревня Гридино,,
ИЗБОИЩИ КОЛХОЗ,0,,88174147431,,,,,162420  Вологодская область  Чагодощенский район  деревня Избоищи,,
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ НЮКСЕНСКИЙ КОЛХОЗ,0,,88174723283,, ,,,161387  Вологодская область  Нюксенский район  деревня Пустыня  Мира улица  дом 64,,
Поросята-Вологда,0,https://wa.me/79279998829,,79279998829,porosyata35.ru,,,Вологда  Советский проспект  дом 34,,
ИП ГАЙВОРСКИЙ,0,https://wa.me/79212328040,,79212328040, ,,,160000  Вологда  Маяковского улица  дом 24-Б,,
ВОЛОГОДСКАЯ СПЕЦТЕХНИКА,0,,88172550530,, ,,,Вологодская область  Вологодский район  деревня Родионцево  дом 66,,
АГРОЗАПЧАСТИ,0,,88172500816,, ,,,160000  Вологда  Преображенского улица  дом 30-А,,
УРОЖАЙ,0,,88172533841,, ,,,160000  Вологда  Ленинградская улица  дом 97,,
БАМ-ВОЛОГДА,0,,88172785760,, ,,,160000  Вологда  Луначарского улица  дом 1-А,,
РОСИНКА,0,,88172519698,,,,,160026  Вологда  Преображенского улица  дом 55-А,,
ВОЛОГДАСЕЛЬХОЗТЕХНИКА ПК,0,,88172718043,,,,,160022  Вологда  улица Трактористов  дом 16,,
ТРАНСФЕР-НЕВА,0,,88172719764,,,,,160000  Вологда  Пошехонское шоссе  дом 18,,
АГРОДОМ,0,,88172522169,, ,,,160000  Вологда  улица Преображенского  дом 22-А,,
СЕЛЬХОЗКОМПЛЕКТ,0,,88172530411,,,,,160026  Вологда  Преображенского улица  дом 22-А,,
ТРАКТОРОЦЕНТР,0,,88172718897,,,,,160000  Вологда  Пошехонское шоссе  дом 8,,
РОСЗЕРНО,0,,88172530810,, ,,,160028  Вологда  микрорайон 1-й Пз-23  дом 10/2,,
АГРОТЕХИНМАШ,0,,88172537836,, ,,,160026  Вологда  Преображенского улица,,
АКЦЕНТ,0,,88172719504,, ,,,160000  Вологда  Пошехонское шоссе  дом 6-А,,
АГРО-МАРКЕТ,0,,88172713985,, ,,,160000  Вологда  Пошехонское шоссе  дом 48,,
РОСАЛ ГРУПП,0,,88172562787,, ,,,160000  Вологда  Зосимовская улица  дом 35,,
СЕВЕР-АГРО,0,,88172522089,, ,,,160000  Вологда  улица Преображенского  дом 30-А,,
МАГАЗИН ЗАПЧАСТЕЙ ДЛЯ СЕЛЬХОЗТЕХНИКИ,0,,88172581312,,,,,160014  Вологда  улица Карла Маркса  дом 31,,
ТРАКТОРОЦЕНТР,0,,88172518550,, ,,,160000  Вологда  улица Гагарина  дом 83-а,,
СЕЛЬХОЗКОМПЛЕКТ,0,,88172767244,, ,,,160000  Вологда  Зосимовская улица  дом 35,,
"ЮЛИС, торговая компания",0,,88172539337,,,,,160004  Вологда  Преображенского улица  дом 18,,
"СЕЛЬХОЗКОМПЛЕКТ, ТФ",0,,88172562941,,,,,160035  Вологда  Зосимовская улица  дом 35,,
"АГРОТЕХНИКАВОЛОГДА, производственно-торговая компания",0,,88172747013,, ,,,160025  Вологда  Московское шоссе  дом 52,,
"СЕЛЬХОЗТЕХНИКА МАЙ, торговая компания",0,,88172548582,, ,,,160019  Вологда  улица Чернышевского  дом 69-а,,
МАГАЗИН АВТОЗАПЧАСТЕЙ,0,,88172274806,,,,,160014  Вологда  улица Гиляровского  дом 58  вход с ул. Доронинская,,
"ВОЛОГДА, автоцентр",0,,88172274806,,,,,160017  Вологда  Ленинградская улица  дом 75,,
"ТЕХМАШ, торговая компания",0,,88172570914,,,,,160004  Вологда  Белозерское шоссе  дом 1,,
"АВТОСНАБСЕРВИС, магазин автозапчастей",0,,88172510242,, ,,,160026  Вологда  улица Преображенского  дом 32  2 этаж,,
"МАКС-АГРО, торговая компания",0,,88172275150,, ,,,160014  Вологда  улица Саммера  дом 60-а  308 офис,,
"БЕЛАГРО, торгово-сервисная компания",0,,88001002700,, ,,,160028  Вологда  улица Гагарина  дом 91  корпус 1,,
"ЛБР-АГРОМАРКЕТ, Вологодский филиал",0,https://wa.me/79110488804,,79110488804, ,,,160010  Вологда  Залинейная улица  дом 22  корпус 1,,
"СПЕЦТЕХЗАПЧАСТЬ, торгово-сервисная компания",0,https://wa.me/79211440425,,79211440425, ,,,160024  Вологда  Фрязиновская улица  дом 29,,
КомплектАгро,0,https://wa.me/79626728099,,79626728099, ,,,Вологда  улица Пугачева  дом 26,,
"ЛЕКС ГРУПП, торговая компания",0,,88005054980,,lexmos.ru,,,160024  Вологда  Северная улица  дом 27,,
ЭТНИКА АГРОФИРМА,0,,88172726387,,,,,160000  Вологда  Козленская улица  дом 33,,
АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ,0,,88172543086,, ,,,160000  Вологда  Комсомольская улица  дом 55,,
ВОЛОГДА. северная промышленная компания,0,,88172542867,,,,,160019  Вологда  Комсомольская улица  дом 55,,
"ЗАРЕЧЬЕ, сельскохозяйственное предприятие",0,,88172540719,, ,,,160019  Вологда  переулок Чернышевского  дом 118-А,,
"ОСАНОВО, сельскохозяйственное предприятие, ГП",0,,88172730872,,,,,160032  Вологда  улица Осаново  дом 14-А,,
Поросята-Вологда,0,https://wa.me/79279998829,,79279998829,porosyata35.ru,,,Вологда  Советский проспект  дом 34,,
ВОЛОГОДСКИЕ СЕМЕНА ООО,0,,88172739475,,www.volsemena.ru,,,160000  Вологда  улица Беляева  дом 4-А,,
ДАЧНИК,0,,88172760119,, ,,,160000  Вологда  Каменный мост  дом 6,,
ДАЧНИК,0,,88172760119,,,,,160000  Вологда  Ленина улица  дом 9,,
ВОЛОГОДСКИЕ СЕМЕНА ООО,0,,88172739029,,www.volsemena.ru,,,160000  Вологда  1-й Пз-23 микрорайон  дом 10,,
ВОЛОГОДСКИЕ СЕМЕНА,0,,88172740914,, ,,,160000  Вологда  улица Беляева  дом 4-А,,
"ДЕМЕТРА, ТФ",0,,88172543890,,,,,160019  Вологда  Комсомольская улица  дом 55,,
ВОЛОГОДСКАЯ ЛЬНОСЕМЕНОВОДЧЕСКАЯ СТАНЦИЯ,0,,88172216061,, ,,,160012  Вологда  Турундаевская улица  дом 27,,
"ДЕМЕТРА, ТФ",0,https://wa.me/79115137930,,79115137930,,,,160000  Вологда  Зосимовская улица  дом 1,,
OXLIFT,0,,88005007869,,oxlift.ru,,,160024  Вологда  Машиностроительная улица  дом 43-а,,
"ТАТЕО, интернет-магазин",0,,88003018838,,tateo.ru,https://vk.com/public188731877,,160024  Вологда  Машиностроительная улица  дом 43-а,,
"АВТОСИЛАЧ, торговый дом",0,,88172545343,, ,,,160019  Вологда  Красноармейская улица  дом 27  3 офис,,
"ГРУЗОПОДЪЕМНЫЕ СИСТЕМЫ, торговая компания",0,,88172274972,,strop35.ru,,,160014  Вологда  улица Саммера  дом 47,,
"АВТО КАЙЗЕР МАШИНЕН ГРУПП РУССЛАНД, интернет-магазин",0,,88172700031,, ,,,160009  Вологда  улица Мальцева  дом 52,,
"НИКНЕР, торгово-сервисная компания",0,,88172515687,, ,http://vk.com/cluboktan  http://vk.com/avtopokraska35,,160028  Вологда  улица Гагарина  дом 89  корпус 6,,
Азиятехком,0,,88003333819,,asiatehkom.ru,,,Вологда  Советский проспект  дом 148,,
Авторемкар,0,,88005550886,,avtoremkar.ru,,,Вологда  набережная 6 Армии  дом 21-а,,
МЕТАЛЛИЧЕСКИЕ КОНСТРУКЦИИ,0,,88005550886,,,,,,,
"ДАРЫ РОДИНЫ, торговая компания",0,,88172500536,, ,,,160000  Вологда  улица Воровского  дом 21-а,,
ОПТОВАЯ КОМПАНИЯ,0,,88172750339,, ,,,160012  Вологда  Советский проспект  дом 131-а,,
"ФЕНИКС, оптово-розничная компания, ИП Соловьев Д.К.",0,,88172558099,, ,,,160021  Вологда  Ананьинский переулок  дом 49-а,,
ПРОМСОЛЬ,0,,88172750395,, ,,,160000  Вологда  Советский проспект  дом 35,,
СЕВЕРАВТОКРАН35,0,,88172707050,,,,,160004  Вологда  Октябрьская улица  дом 51,,
"ЛЕСАВТО, компания",0,,88172513040,,lesavto.ru,,,160026  Вологда  Окружное шоссе  дом 6  а стр2,,
КАМАЗ-МАНИПУЛЯТОР,0,,88172583900,, ,,,160019  Вологда  улица Чернышевского  дом 135,,
"АРЕНДАТЕХНИКИ35, компания",0,,88172585500,, ,,,160001  Вологда  улица Кирова  дом 21,,
"АМБИТЕХ, лесозаготовительная техника",0,,88002341303,,ambi-tech.ru,,,160014  Вологда  улица Саммера  дом 64,,
"РОСАРЕНДА, компания по аренде спецтехники",0,,88172700270,, ,,,Вологда  Ленинградский тупик  дом 10,,
"НОРДТАНК, компания по продаже цистерн",0,,88172587056,, ,,,160014  Вологда  улица Саммера  дом 66-а,,
"АВТО+КРАН, компания по аренде спецтехники",0,,88172502835,, ,,,160022  Вологда  Ярославская улица  дом 25,,
"АЛЬЯНССПЕЦАВТО, компания",0,,88172707947,, ,,,160014  Вологда  улица Карла Маркса  дом 31,,
"БАКОР, машиностроительный завод",0,,88172218002,,,,,160010  Вологда  Залинейная улица  дом 22  корпус 5,,
КАМАЗ-ЛИДЕР,0,,88172281528,,kamaz35.ru,,,160014  Вологда  Гиляровского улица  дом 50,,
ВОЛОГОДСКАЯ СПЕЦТЕХНИКА,0,,88172550530,, ,,,Вологодская область  Вологодский район  деревня Родионцево  дом 66,,
ЭКОЦЕНТР,0,,88172546060,, ,,,160000  Вологда  улица Некрасова  дом 60-а,,
ТЕХСТРОЙКОНТРАКТ,0,,88172746997,,,,,160000  Вологда  Советский проспект  дом 158,,
КОМПЛЕКТАЦИЯ СДМ,0,,88172520796,, ,,,160000  Вологда  Ленинградский тупик  дом 8,,
"НОРД, группа компаний",0,,88172501698,, ,,,160034  Вологда  улица Возрождения  дом 72  3 этаж,,
"ВОЛОГДАСКАН, торговая компания",0,,88172536320,, ,http://vk.com/id359891092,,160000  Вологда  улица Гагарина  дом 83-а,,
АГРОПРОМХИМИЯ,0,,88172533097,,,,,160034  Вологда  Ленинградская улица  дом 97,,
ТЕХСТАНКИ,0,,88172520507,, ,,,160000  Вологда  улица Преображенского  дом 28,,
ВЕТА-ИНСТРУМЕНТ,0,,88172510260,, ,,,160000  Вологда  Ленинградская улица  дом 76-А,,
ЭЛЕКТРОСФЕРА НПО,0,,88172565650,,,,,160000  Вологда  Саммера улица  дом 60,,
РЕМТЕХНОМАШ,0,,88172533513,, ,,,160000  Вологда  улица Преображенского  дом 30-А,,
"ЭЛЕКТРОМЕХАНИКА, торговая компания",0,,88172535310,, ,,,160000  Вологда  Ленинградская улица  дом 71,,
"СВАРКОМ, производственно-коммерческая фирма",0,,88172706009,,сварком35.рф,,,160014  Вологда  улица Саммера  дом 64,,
РЕГИОН АРМ,0,,88172530032,, ,,,160000  Вологда  улица Солодунова  дом 60,,
АВТОМИР-ВОЛОГДА,0,,88172501303,, ,,,160000  Вологда  Окружное шоссе  дом 13,,
ПРОМСТИЛЬ,0,,88172521063,,,,,160000  Вологда  Гончарная улица  дом 4-а,,
ГОТИКА САЛОН ДВЕРЕЙ,0,,88172758447,,,,,160000  Вологда  Советский проспект  дом 164,,
"ВЕГА, производственная фирма",0,,88172513986,, ,,,160026  Вологда  Окружное шоссе  дом 6,,
ВОЛОГОДСКИЙ ЗАВОД СТРОИТЕЛЬНЫХ КОНСТРУКЦИЙ И ДОРОЖНЫХ МАШИН,0,,88172243282,,,,,160029  Вологда  набережная 6 Армии  дом 201,,
"ГРУЗАВТО, транспортная компания",0,,88172281107,, ,,,160000  Вологда  улица Саммера  дом 53-а  110 офис,,
КОМПАНИЯ ПО ПРОДАЖЕ ГРУЗОПОДЪЕМНОГО ОБОРУДОВАНИЯ,0,,88172542427,,,,,160019  Вологда  улица Чернышевского  дом 76,,
"БИОСФЕРА, торгово-производственная фирма",0,,88172520029,, ,,,160026  Вологда  улица Преображенского  дом 30-а,,
